target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	154.454	0	0
YAL068W-A_mRNA	255	101.364	0	0
YAL068C_mRNA	363	199.692	0	0
YAL067W-A_mRNA	228	79.3091	3	1.04244
YAL067C_id001	1782	1615.8	224	3.82043
YAL066W_id001	309	148.969	4	0.739974
YAL065C_mRNA	387	222.823	47.2881	5.84849
YAL064W-B_id001	381	217	36	4.57188
YAL064C-A_mRNA	381	217	65.8536	8.36319
YAL064W_mRNA	285	127.184	51	11.0507
YAL063C-A_id001	1567	1400.8	561	11.0367
YAL063C-A_id006	291	132.521	0	0
YAL063C_mRNA	3969	3802.8	1309.25	9.48791
YAL062W_id001	1513	1346.8	765.448	15.6626
YAL062W_id003	1374	1207.8	341.552	7.79316
YAL061W_id003	1674	1507.8	595.94	10.8921
YAL061W_id001	1254	1087.8	34.0599	0.862871
YAL060W_id014	1327	1160.8	2252.66	53.4798
YAL060W_id001	1149	982.8	23.3416	0.654512
YAL059W_id002	879	712.8	659.34	25.4914
YAL059C-A_mRNA	423	257.941	0	0
YAL059W_id001	639	472.8	668.66	38.9744
YAL058W_id001	1759	1592.8	1153.19	19.9522
YAL058W_id003	1509	1342.8	458.813	9.4162
YAL056C-A_mRNA	351	188.215	0	0
YAL056W_id006	2807	2640.8	1384.81	14.4513
YAL056W_id001	2643	2476.8	881.19	9.80461
YAL055W_id003	697	530.8	93.1876	4.83814
YAL055W_id001	543	377.007	172.812	12.6321
YAL054C_id001	2142	1975.8	858	11.9673
YAL053W_id003	2583	2416.8	5900.76	67.2851
YAL053W_id001	2352	2185.8	1150.24	14.5021
YAL051W_mRNA	3144	2977.8	2029	18.7775
YAL049C_id001	2392	2225.8	1408.09	17.434
YAL049C_id002	741	574.8	1028.37	49.3041
YAL048C_mRNA	1989	1822.8	630.677	9.53498
YAL047W-A_id001	855	688.8	98.2403	3.9305
YAL047W-A_id002	330	168.253	0	0
YAL047C_id001	1956	1789.8	669.619	10.3104
YAL047C_id002	1869	1702.8	0.00133728	2.16426e-05
YAL046C_id001	638	471.8	161.502	9.43349
YAL044W-A_id004	986	819.8	499.194	16.7808
YAL046C_id002	357	193.851	188.603	26.8122
YAL045C_mRNA	309	148.969	0	0
YAL044W-A_id001	333	171.132	417.794	67.2793
