target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	159.332	0	0
YAL068W-A_mRNA	255	104.672	1	0.258416
YAL068C_mRNA	363	205.4	0	0
YAL067W-A_mRNA	228	82.8852	0	0
YAL067C_id001	1782	1623.32	266	4.43228
YAL066W_id001	309	153.506	10	1.76207
YAL065C_mRNA	387	228.871	63.8721	7.54866
YAL064W-B_id001	381	223.142	44	5.3336
YAL064C-A_mRNA	381	223.142	71.1	8.61861
YAL064W_mRNA	285	131.197	41	8.453
YAL063C-A_id001	1567	1408.32	394	7.56737
YAL063C-A_id006	291	136.595	0	0
YAL063C_mRNA	3969	3810.32	1285.44	9.12516
YAL062W_id001	1513	1354.32	555.368	11.092
YAL062W_id003	1374	1215.32	168.632	3.75317
YAL061W_id003	1674	1515.32	792.983	14.155
YAL061W_id001	1254	1095.32	0.0171399	0.00042327
YAL060W_id014	1327	1168.32	4568.13	105.761
YAL060W_id001	1149	990.319	161.866	4.4211
YAL059W_id002	879	720.319	681.302	25.5838
YAL059C-A_mRNA	423	264.551	0	0
YAL059W_id001	639	480.319	818.698	46.1045
YAL058W_id001	1759	1600.32	1107.42	18.7178
YAL058W_id003	1509	1350.32	392.579	7.86394
YAL056C-A_mRNA	351	193.796	0	0
YAL056W_id006	2807	2648.32	1469.49	15.0088
YAL056W_id001	2643	2484.32	1157.51	12.6028
YAL055W_id003	697	538.319	188.761	9.48468
YAL055W_id001	543	384.319	99.2387	6.98455
YAL054C_id001	2142	1983.32	939	12.8063
YAL053W_id003	2583	2424.32	8479.87	94.6126
YAL053W_id001	2352	2193.32	1799.13	22.1876
YAL051W_mRNA	3144	2985.32	1776	16.0917
YAL049C_id001	2392	2233.32	1694.53	20.5234
YAL049C_id002	741	582.319	1375.17	63.8768
YAL048C_mRNA	1989	1830.32	760.68	11.2415
YAL047W-A_id001	855	696.319	73.3897	2.85086
YAL047W-A_id002	330	173.597	5.12193	0.798071
YAL047C_id001	1956	1797.32	663.171	9.98045
YAL047C_id002	1869	1710.32	71.9402	1.13774
YAL046C_id001	638	479.319	140.654	7.93737
YAL044W-A_id004	986	827.319	389.301	12.7281
YAL046C_id002	357	199.501	235.58	31.9406
YAL045C_mRNA	309	153.506	45.1051	7.94783
YAL044W-A_id001	333	176.42	453.363	69.51
YAL044C_id002	721	562.319	5193.33	249.812
YAL044C_id001	513	354.319	2331.66	178
YAL043C_id001	2570	2411.32	1683.37	18.8832
YAL043C_id002	2358	2199.32	1507.63	18.5419
YAL042C-A_mRNA	378	220.165	156.728	19.2553
YAL042W_id001	1412	1253.32	4545.46	98.0993
YAL042W_id005	1248	1089.32	2634.81	65.4249
YAL041W_id003	2691	2532.32	3003.98	32.0869
YAL041W_id001	2565	2406.32	0.024928	0.00028021
YAL040C_id003	2253	2094.32	1724.24	22.2692
YAL040C_id001	1755	1596.32	102.761	1.74124
YAL039C_id002	1014	855.319	2288	72.3565
YAL039C_id001	810	651.319	0	0
YAL038W_id004	1805	1646.32	50065.6	822.573
YAL038W_id001	1503	1344.32	150825	3034.74
YAL037C-B_mRNA	975	816.319	0	0
YAL037C-A_id001	93	9.46371	0	0
YAL037W_id001	2948	2789.32	393.141	3.81241
YAL037W_id002	804	645.319	84.0455	3.52281
YAL036C_id004	1430	1271.32	2645.53	56.2869
YAL036C_id001	1110	951.319	330.287	9.39108
YAL035W_id001	3195	3036.32	7003.12	62.387
YAL035W_id002	3009	2850.32	4051.88	38.4514
YAL034C-B_id001	354	196.64	4.21895	0.58034
YAL034W-A_id001	1071	912.319	163.628	4.85131
YAL034W-A_id002	870	711.319	94.8445	3.60659
YAL034C_id002	2038	1879.32	915.45	13.176
YAL034C_id001	1242	1083.32	0.858457	0.0214344
YAL033W_id003	697	538.319	179.398	9.01419
YAL033W_id001	522	363.319	415.922	30.9651
YAL032C_id008	1313	1154.32	771.862	18.0869
YAL032C_id001	1140	981.319	372.819	10.2763
YAL031C_id003	2445	2286.32	977.944	11.5698
YAL031W-A_mRNA	309	153.506	40.708	7.17303
YAL031C_id001	2283	2124.32	217.348	2.76749
YAL030W_id002	750	591.319	594.627	27.2002
YAL030W_id001	354	196.64	779.561	107.233
YAL029C_mRNA	4416	4257.32	7479.81	47.523
YAL028W_id005	1715	1556.32	306	5.31829
YAL028W_id001	1587	1428.32	0	0
YAL027W_id001	989	830.319	542.177	17.6622
YAL027W_id002	786	627.319	25.72	1.109
YAL026C-A_mRNA	438	279.442	371.412	35.9512
YAL026C_mRNA	4068	3909.32	6004.88	41.5482
YNCA0001W_ncRNA	564	405.319	551.814	36.8252
YAL025C_id001	1230	1071.32	1421.49	35.8901
YAL025C_id002	921	762.319	685.508	24.3235
YAL024C_mRNA	4308	4149.32	1551	10.1108
YAL023C_id006	2529	2370.32	12370	141.16
YAL023C_id001	2280	2121.32	4.41618e-06	5.63106e-08
YAL022C_id001	1740	1581.32	1836.37	31.4116
YAL022C_id002	1554	1395.32	526.629	10.2089
YAL021C_id002	2868	2709.32	2165.92	21.6238
YAL021C_id001	2514	2355.32	1467.08	16.8482
YAL020C_id001	1157	998.319	1014.37	27.4838
YAL020C_id002	1002	843.319	0.394799	0.0126629
YAL019W-A_mRNA	570	411.319	54.2342	3.56651
YAL019W_id001	3396	3237.32	4181	34.9337
YAL018C_id001	978	819.319	21	0.693291
