target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	158.946	0	0
YAL068W-A_mRNA	255	105.852	2	0.462762
YAL068C_mRNA	363	204.399	0	0
YAL067W-A_mRNA	228	84.2219	1	0.290804
YAL067C_id001	1782	1621.72	296	4.47035
YAL066W_id001	309	153.377	10	1.59686
YAL065C_mRNA	387	227.703	59.7705	6.42899
YAL064W-B_id001	381	221.906	49.3649	5.44847
YAL064C-A_mRNA	381	221.906	92.3142	10.1888
YAL064W_mRNA	285	131.568	61	11.3555
YAL063C-A_id001	1567	1406.72	846	14.7295
YAL063C-A_id006	291	136.957	0	0
YAL063C_mRNA	3969	3808.72	1660.68	10.6791
YAL062W_id001	1513	1352.72	827.203	14.9772
YAL062W_id003	1374	1213.72	389.797	7.86584
YAL061W_id003	1674	1513.72	648.737	10.4966
YAL061W_id001	1254	1093.72	185.263	4.14865
YAL060W_id014	1327	1166.72	1986.05	41.6916
YAL060W_id001	1149	988.721	613.953	15.2085
YAL059W_id002	879	718.721	613.907	20.9203
YAL059C-A_mRNA	423	263.316	0	0
YAL059W_id001	639	478.721	819.093	41.906
YAL058W_id001	1759	1598.72	1432.45	21.9449
YAL058W_id003	1509	1348.72	638.546	11.5957
YAL056C-A_mRNA	351	192.959	0	0
YAL056W_id006	2807	2646.72	1258.81	11.6487
YAL056W_id001	2643	2482.72	1303.19	12.856
YAL055W_id003	697	536.721	129.026	5.88782
YAL055W_id001	543	382.809	188.974	12.0905
YAL054C_id001	2142	1981.72	1091	13.4837
YAL053W_id003	2583	2422.72	9040.63	91.3947
YAL053W_id001	2352	2191.72	1584.37	17.7051
YAL051W_mRNA	3144	2983.72	2482	20.3737
YAL049C_id001	2392	2231.72	1863.2	20.4477
YAL049C_id002	741	580.721	1339.17	56.48
YAL048C_mRNA	1989	1828.72	856.16	11.4666
YAL047W-A_id001	855	694.721	68.7195	2.42267
YAL047W-A_id002	330	173.101	14.1552	2.00281
YAL047C_id001	1956	1795.72	692.833	9.44964
YAL047C_id002	1869	1708.72	60.759	0.870893
YAL046C_id001	638	477.721	158.713	8.13699
YAL044W-A_id004	986	825.721	517.05	15.3365
YAL046C_id002	357	198.683	334.58	41.2444
YAL045C_mRNA	309	153.377	8.03396	1.28291
YAL044W-A_id001	333	175.871	534.888	74.4891
YAL044C_id002	721	560.721	2237.72	97.7429
YAL044C_id001	513	352.809	776.012	53.871
YAL043C_id001	2570	2409.72	1989.16	20.2175
YAL043C_id002	2358	2197.72	1453.84	16.2021
YAL042C-A_mRNA	378	218.972	143.354	16.0341
YAL042W_id001	1412	1251.72	5593.03	109.437
YAL042W_id005	1248	1087.72	2689.62	60.5618
YAL041W_id003	2691	2530.72	3439	33.2823
YAL041W_id001	2565	2404.72	0.000666808	6.79144e-06
YAL040C_id003	2253	2092.72	2474	28.9544
YAL040C_id001	1755	1594.72	0	0
YAL039C_id002	1014	853.721	2094	60.074
YAL039C_id001	810	649.721	0	0
YAL038W_id004	1805	1644.72	60277.4	897.61
YAL038W_id001	1503	1342.72	176811	3225.14
YAL037C-B_mRNA	975	814.721	0	0
YAL037C-A_id001	93	9.59365	0	0
YAL037W_id001	2948	2787.72	503.798	4.42622
YAL037W_id002	804	643.721	226.667	8.62414
YAL036C_id004	1430	1269.72	3361.46	64.8404
YAL036C_id001	1110	949.721	960.071	24.759
YAL035W_id001	3195	3034.72	6754.7	54.5146
YAL035W_id002	3009	2848.72	4432.3	38.107
YAL034C-B_id001	354	195.861	10.7876	1.34897
YAL034W-A_id001	1071	910.721	197.042	5.29906
YAL034W-A_id002	870	709.721	45.282	1.56266
YAL034C_id002	2038	1877.72	1421.71	18.5441
YAL034C_id001	1242	1081.72	4.17883	0.0946161
YAL033W_id003	697	536.721	313.659	14.3131
YAL033W_id001	522	361.809	606.56	41.0601
YAL032C_id008	1313	1152.72	644.869	13.7017
YAL032C_id001	1140	979.721	329.913	8.24751
YAL031C_id003	2445	2284.72	1503.44	16.1168
YAL031W-A_mRNA	309	153.377	14.0098	2.23717
YAL031C_id001	2283	2122.72	4.55002	0.0524984
YAL030W_id002	750	589.721	565.363	23.4805
YAL030W_id001	354	195.861	700.172	87.5552
YAL029C_mRNA	4416	4255.72	7869.46	45.2895
YAL028W_id005	1715	1554.72	438	6.89997
YAL028W_id001	1587	1426.72	0	0
YAL027W_id001	989	828.721	343.148	10.1414
YAL027W_id002	786	625.721	48.2384	1.88816
YAL026C-A_mRNA	438	278.21	276.992	24.3849
YAL026C_mRNA	4068	3907.72	6025.35	37.7646
YNCA0001W_ncRNA	564	403.809	519.271	31.4952
YAL025C_id001	1230	1069.72	969.326	22.1935
YAL025C_id002	921	760.721	658.674	21.2066
YAL024C_mRNA	4308	4147.72	2565	15.1462
