Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL068C_mRNA	PAU8	chrI	-	1807	2169	0.586777	0.115220	0.197867
YAL067W-A_mRNA	-	chrI	+	2480	2707	0.657895	0.129185	0.221849
YAL067C_id001	SEO1	chrI	-	7235	9016	5.233446	1.027647	1.764771
YAL065C_mRNA	-	chrI	-	11565	11951	19.211885	3.772475	6.478442
YAL064W-B_id001	-	chrI	+	12046	12426	18.947506	3.720561	6.389290
YAL064C-A_mRNA	TDA8	chrI	-	13363	13743	16.041994	3.150030	5.409522
YAL064W_mRNA	-	chrI	+	21566	21850	2.589474	0.508473	0.873197
YAL063C-A	-	chrI	-	22051	23617	4.282189	0.840857	1.443997
YAL063C-A_id006	-	chrI	-	22395	22685	0.026837	0.005270	0.009050
YAL063C_mRNA	FLO9	chrI	-	24000	27968	22.831945	4.483315	7.699162
YAL062W	GDH3	chrI	+	31527	33039	40.625370	7.977259	13.699285
YAL062W_id003	GDH3	chrI	+	31567	32940	0.808451	0.158749	0.272618
YAL061W	BDH2	chrI	+	33345	35018	59.812153	11.744804	20.169260
YAL061W_id001	BDH2	chrI	+	33448	34701	1.012324	0.198781	0.341366
YAL060W	BDH1	chrI	+	35107	36433	77.829124	15.282645	26.244766
YAL060W_id001	BDH1	chrI	+	35155	36303	104.816147	20.581858	35.345058
YAL059W	ECM1	chrI	+	36466	37344	28.331797	5.563274	9.553767
YAL059C-A_mRNA	-	chrI	-	36496	36918	0.000000	0.000000	0.000000
YAL059W_id001	ECM1	chrI	+	36509	37147	281.759552	55.326733	95.012161
YAL058W	CNE1	chrI	+	37405	39163	64.757339	12.715849	21.836828
YAL058W_id003	CNE1	chrI	+	37464	38972	36.886585	7.243106	12.438528
YAL056C-A_mRNA	-	chrI	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	chrI	+	39234	42040	60.496658	11.879215	20.400084
YAL056W_id001	GPB2	chrI	+	39259	41901	53.636353	10.532116	18.086718
YAL055W	PEX22	chrI	+	42142	42838	20.745693	4.073656	6.995657
YAL055W_id001	PEX22	chrI	+	42177	42719	16.366945	3.213838	5.519099
YAL054C_id001	ACS1	chrI	-	42881	45022	30.136787	5.917705	10.162429
YAL053W	FLC2	chrI	+	45728	48310	145.616547	28.593487	49.103367
YAL053W_id001	FLC2	chrI	+	45899	48250	82.377319	16.175735	27.778461
YAL051W_mRNA	OAF1	chrI	+	48564	51707	63.619072	12.492337	21.452991
YAL049C	AIM2	chrI	-	51691	54082	111.267235	21.848602	37.520432
YAL049C_id002	AIM2	chrI	-	51855	52595	87.961662	17.272285	29.661560
YAL048C_mRNA	GEM1	chrI	-	52801	54789	33.079971	6.495633	11.154900
YAL047W-A	-	chrI	+	54209	55063	4.814621	0.945406	1.623539
YAL047W-A_id002	-	chrI	+	54584	54913	0.411818	0.080865	0.138869
YAL047C	SPC72	chrI	-	54931	56886	21.835032	4.287560	7.362993
YAL047C_id002	SPC72	chrI	-	54989	56857	17.936890	3.522115	6.048500
YAL046C	BOL3	chrI	-	56907	57544	28.707523	5.637053	9.680467
YAL044W-A	BOL1	chrI	+	56973	57958	53.135380	10.433743	17.917786
YAL046C_id002	BOL3	chrI	-	57029	57385	38.657665	7.590878	13.035753
YAL045C_mRNA	-	chrI	-	57488	57796	59.269424	11.638233	19.986246
YAL044W-A_id001	BOL1	chrI	+	57518	57850	80.486229	15.804398	27.140768
YAL044C	GCV3	chrI	-	57756	58476	480.184235	94.289703	161.922958
YAL044C_id001	GCV3	chrI	-	57950	58462	167.328140	32.856808	56.424736
YAL043C	PTA1	chrI	-	58499	61068	80.654549	15.837449	27.197527
YAL043C_id002	PTA1	chrI	-	58695	61052	66.013924	12.962594	22.260561
YAL042C-A_mRNA	-	chrI	-	61231	61608	0.000000	0.000000	0.000000
YAL042W	ERV46	chrI	+	61269	62680	348.106995	68.354813	117.385193
YAL042W_id005	ERV46	chrI	+	61316	62563	511.179382	100.375961	172.374847
YAL041W	CDC24	chrI	+	62773	65463	82.503479	16.200508	27.821005
YAL041W_id001	CDC24	chrI	+	62840	65404	67.979790	13.348614	22.923471
YAL040C	CLN3	chrI	-	65596	67848	104.235687	20.467876	35.149323
YAL040C_id001	CLN3	chrI	-	65778	67836	0.000000	0.000000	0.000000
YAL039C	CYC3	chrI	-	68629	69642	93.018471	18.265247	31.366766
YAL039C_id001	CYC3	chrI	-	68716	69525	34.290470	6.733329	11.563092
YAL038W	CDC19	chrI	+	71644	73448	8245.648438	1619.127930	2780.515625
YAL038W_id001	CDC19	chrI	+	71786	73288	19316.820312	3793.080078	6513.826172
YAL037C-B_mRNA	-	chrI	-	72326	73300	36.121719	7.092916	12.180608
YAL037C-A_id001	-	chrI	-	73426	73518	0.000000	0.000000	0.000000
YAL037W	-	chrI	+	73453	76400	188.903946	37.093464	63.700314
YAL037W_id002	-	chrI	+	74020	74823	0.046531	0.009137	0.015691
YAL036C	RBG1	chrI	-	74778	76207	0.000000	0.000000	0.000000
YAL036C_id001	RBG1	chrI	-	75043	76152	0.000000	0.000000	0.000000
YAL035W	FUN12	chrI	+	76365	79559	401.743805	78.887024	135.472061
YAL035W_id002	FUN12	chrI	+	76427	79435	284.920776	55.947475	96.078156
YAL034C-B_id001	-	chrI	-	79489	79842	0.684109	0.134333	0.230688
YAL034W-A	MTW1	chrI	+	79674	80744	14.016766	2.752353	4.726595
YAL034W-A_id002	MTW1	chrI	+	79718	80587	23.869522	4.687056	8.049044
YAL034C	FUN19	chrI	-	80549	82586	46.144535	9.061011	15.560402
YAL034C_id001	FUN19	chrI	-	80710	81951	0.579272	0.113747	0.195336
YAL033W	POP5	chrI	+	82701	83397	43.449383	8.531786	14.651570
YAL033W_id001	POP5	chrI	+	82706	83227	109.097084	21.422468	36.788635
YAL032C	PRP45	chrI	-	83192	84504	81.298325	15.963862	27.414616
YAL032C_id001	PRP45	chrI	-	83335	84474	3.367016	0.661152	1.135392
YAL031C	GIP4	chrI	-	84587	87031	41.051449	8.060925	13.842961
YAL031W-A_mRNA	-	chrI	+	84669	84977	0.000000	0.000000	0.000000
YAL031C_id001	GIP4	chrI	-	84749	87031	23.552866	4.624876	7.942264
YAL030W	SNC1	chrI	+	87264	88013	126.932259	24.924610	42.802834
YAL030W_id001	SNC1	chrI	+	87286	87752	0.000000	0.000000	0.000000
YAL029C_mRNA	MYO4	chrI	-	87855	92270	201.422287	39.551586	67.921623
YAL028W	FRT2	chrI	+	92852	94566	12.958675	2.544585	4.369796
YAL028W_id001	FRT2	chrI	+	92900	94486	8.395634	1.648579	2.831092
YAL027W	SAW1	chrI	+	94595	95583	28.474379	5.591272	9.601847
YAL027W_id002	SAW1	chrI	+	94687	95472	24.655985	4.841486	8.314246
YAL026C-A_mRNA	-	chrI	-	95386	95823	28.642101	5.624207	9.658405
YAL026C_mRNA	DRS2	chrI	-	95630	99697	244.974884	48.103638	82.607994
YNCA0001W_ncRNA	HRA1	chrI	+	99305	99868	47.083672	9.245421	15.877089
YAL025C	MAK16	chrI	-	99939	101168	144.791275	28.431433	48.825077
YAL025C_id002	MAK16	chrI	-	100225	101145	47.637058	9.354085	16.063696
YAL024C_mRNA	LTE1	chrI	-	101565	105872	48.332638	9.490669	16.298252
YAL023C	PMT2	chrI	-	106143	108671	697.093445	136.882324	235.066925
YAL023C_id001	PMT2	chrI	-	106272	108551	266.104248	52.252632	89.733032
YAL022C	FUN26	chrI	-	108732	110471	108.376465	21.280966	36.545635
YAL022C_id002	FUN26	chrI	-	108877	110430	90.060455	17.684408	30.369293
YAL021C	CCR4	chrI	-	110536	113403	161.843445	31.779823	54.575237
YAL021C_id001	CCR4	chrI	-	110846	113359	46.336117	9.098630	15.625005
YAL020C	ATS1	chrI	-	113468	114624	70.199989	13.784576	23.672144
YAL020C_id002	ATS1	chrI	-	113614	114615	29.592222	5.810773	9.978795
YAL019W-A_mRNA	-	chrI	+	114250	114819	3.037190	0.596387	1.024171
YAL019W_id001	FUN30	chrI	+	114919	118314	156.786514	30.786837	52.869991
YAL017W_mRNA	PSK1	chrI	+	120225	124295	89.049370	17.485868	30.028343
YAL016C-B_mRNA	-	chrI	-	124307	124492	8.672042	1.702855	2.924300
YAL016C-A_mRNA	-	chrI	-	124755	125069	1.716003	0.336957	0.578654
YAL016W	TPD3	chrI	+	124786	126883	300.697754	59.045464	101.398315
YAL016W_id002	TPD3	chrI	+	124879	126786	66.564728	13.070750	22.446297
YAL015C	NTG1	chrI	-	126756	128110	27.287390	5.358193	9.201583
YAL015C_id002	NTG1	chrI	-	126903	128102	45.590336	8.952188	15.373521
YAL014C	SYN8	chrI	-	128031	129072	100.254639	19.686152	33.806873
YAL014C_id005	SYN8	chrI	-	128252	129019	52.058567	10.222299	17.554674
YAL013W	DEP1	chrI	+	129194	130583	33.721100	6.621526	11.371095
YAL013W_id002	DEP1	chrI	+	129270	130487	20.792017	4.082752	7.011277
YAL012W	CYS3	chrI	+	130686	132100	1343.536255	263.818817	453.053955
YAL012W_id001	CYS3	chrI	+	130799	131983	506.763031	99.508751	170.885605
YAL011W	SWC3	chrI	+	132169	134210	15.144470	2.973791	5.106868
YAL011W_id003	SWC3	chrI	+	132199	134076	23.193733	4.554357	7.821161
YAL010C	MDM10	chrI	-	134001	135688	37.440327	7.351840	12.625256
YAL010C_id004	MDM10	chrI	-	134184	135665	15.765762	3.095789	5.316374
YAL009W	SPO7	chrI	+	135408	136766	46.624378	9.155233	15.722211
YAL009W_id006	SPO7	chrI	+	135854	136633	50.219860	9.861248	16.934643
YAL008W	FUN14	chrI	+	136815	137718	86.375954	16.960913	29.126841
YAL008W_id001	FUN14	chrI	+	136914	137510	31.060930	6.099171	10.474058
YAL007C	ERP2	chrI	-	137408	138414	7.843309	1.540124	2.644843
YAL004W	-	chrI	+	137649	142140	2117.757324	415.846039	714.129089
YAL007C_id001	ERP2	chrI	-	137698	138345	0.869539	0.170744	0.293217
YNCA0002W_tRNA	TRN1	chrI	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	chrI	-	139381	141684	1.937994	0.380547	0.653511
YAL005C_id001	SSA1	chrI	-	139503	141431	46.912472	9.211803	15.819358
YAL004W_id002	-	chrI	+	140760	141407	33.116673	6.502840	11.167275
YAL003W	EFB1	chrI	+	142141	143496	3328.351318	653.560120	1122.353516
YAL003W_id001	EFB1	chrI	+	142174	143160	0.000000	0.000000	0.000000
YNCA0003W_snoRNA	SNR18	chrI	+	142367	142468	0.036190	0.007106	0.012204
YAL002W_id001	VPS8	chrI	+	143707	147531	81.422745	15.988294	27.456570
YAL001C_mRNA	TFC3	chrI	-	147594	151166	79.558136	15.622157	26.827805
YAR002W	NUP60	chrI	+	152215	154114	120.626442	23.686390	40.676449
YAR002W_id002	NUP60	chrI	+	152257	153876	56.144501	11.024619	18.932491
YAR002C-A	ERP1	chrI	-	153808	154750	381.626526	74.936760	128.688309
YAR002C-A_id001	ERP1	chrI	-	154065	154724	587.583130	115.378708	198.138947
YAR003W	SWD1	chrI	+	154958	156909	68.844627	13.518435	23.215101
YAR003W_id002	SWD1	chrI	+	155005	156285	25.320404	4.971953	8.538296
YAR007C	RFA1	chrI	-	156681	158698	95.790642	18.809595	32.301567
YAR007C_id001	RFA1	chrI	-	156754	158619	71.954079	14.129012	24.263641
YAR008W	SEN34	chrI	+	158847	159916	53.236000	10.453502	17.951715
YAR008W_id001	SEN34	chrI	+	158966	159793	33.563385	6.590557	11.317911
YAR009C	-	chrI	-	160597	164187	718.777771	141.140289	242.379105
YAR010C	-	chrI	-	164544	165866	1364.485962	267.932526	460.118439
YNCA0004W_tRNA	TGA1	chrI	+	166267	166339	2.835616	0.556806	0.956198
YAR014C	BUD14	chrI	-	166565	169019	175.917770	34.543480	59.321247
YAR014C_id001	BUD14	chrI	-	166742	168871	18.050646	3.544452	6.086860
YAR015W	ADE1	chrI	+	169272	170638	355.217102	69.750969	119.782784
YAR015W_id001	ADE1	chrI	+	169375	170295	154.350327	30.308462	52.048481
YAR018C	KIN3	chrI	-	170177	171715	67.461319	13.246807	22.748636
YAR018C_id001	KIN3	chrI	-	170396	171703	2.370462	0.465467	0.799344
YAR019C_id001	CDC15	chrI	-	172211	175135	45.294704	8.894136	15.273830
YAR019W-A_mRNA	-	chrI	+	174998	175330	2.588551	0.508292	0.872885
YAR020C_mRNA	PAU7	chrI	-	176856	177023	17.107143	3.359185	5.768701
YAR023C	DFP1	chrI	-	179245	180697	17.385532	3.413849	5.862576
YAR023C_id002	DFP1	chrI	-	179281	179820	0.308924	0.060661	0.104172
YNCA0005W_tRNA	SUP56	chrI	+	181141	181254	0.000000	0.000000	0.000000
YNCA0006C_tRNA	-	chrI	-	182522	182603	1.548780	0.304121	0.522264
YAR027W	UIP3	chrI	+	183671	184687	117.903679	23.151745	39.758308
YAR027W_id003	UIP3	chrI	+	183770	184477	11.829037	2.322767	3.988870
