Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL068C_mRNA	PAU8	chrI	-	1807	2169	0.765840	0.120104	0.211087
YAL067C_id001	SEO1	chrI	-	7235	9016	5.449495	0.854625	1.502031
YAL066W_id001	-	chrI	+	10091	10399	0.210356	0.032989	0.057980
YAL065C_mRNA	-	chrI	-	11565	11951	27.348837	4.289022	7.538094
YAL064W-B_id001	-	chrI	+	12046	12426	20.265091	3.178103	5.585618
YAL064C-A_mRNA	TDA8	chrI	-	13363	13743	17.451443	2.736848	4.810099
YAL064W_mRNA	-	chrI	+	21566	21850	2.045614	0.320806	0.563828
YAL063C-A	-	chrI	-	22051	23617	6.111072	0.958378	1.684380
YAL063C-A_id006	-	chrI	-	22395	22685	0.010140	0.001590	0.002795
YAL063C_mRNA	FLO9	chrI	-	24000	27968	22.197531	3.481161	6.118252
YAL062W	GDH3	chrI	+	31527	33039	44.469318	6.973967	12.256971
YAL062W_id003	GDH3	chrI	+	31567	32940	0.869668	0.136387	0.239704
YAL061W	BDH2	chrI	+	33345	35018	61.804462	9.692577	17.035015
YAL061W_id001	BDH2	chrI	+	33448	34701	0.603932	0.094713	0.166460
YAL060W	BDH1	chrI	+	35107	36433	101.599922	15.933559	28.003740
YAL060W_id001	BDH1	chrI	+	35155	36303	88.448143	13.871012	24.378748
YAL059W	ECM1	chrI	+	36466	37344	190.999222	29.953737	52.644653
YAL059C-A_mRNA	-	chrI	-	36496	36918	0.000000	0.000000	0.000000
YAL059W_id001	ECM1	chrI	+	36509	37147	64.778870	10.159043	17.854843
YAL058W	CNE1	chrI	+	37405	39163	67.029800	10.512049	18.475262
YAL058W_id003	CNE1	chrI	+	37464	38972	42.052074	6.594880	11.590713
YAL056C-A_mRNA	-	chrI	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	chrI	+	39234	42040	69.349365	10.875818	19.114599
YAL056W_id001	GPB2	chrI	+	39259	41901	52.897205	8.295683	14.579928
YAL055W	PEX22	chrI	+	42142	42838	20.988857	3.291609	5.785108
YAL055W_id001	PEX22	chrI	+	42177	42719	20.645979	3.237836	5.690601
YAL054C_id001	ACS1	chrI	-	42881	45022	32.775444	5.140058	9.033816
YAL053W	FLC2	chrI	+	45728	48310	160.615677	25.188793	44.270111
YAL053W_id001	FLC2	chrI	+	45899	48250	85.581924	13.421513	23.588739
YAL051W_mRNA	OAF1	chrI	+	48564	51707	72.677444	11.397748	20.031910
YAL049C	AIM2	chrI	-	51691	54082	111.236664	17.444855	30.659893
YAL049C_id002	AIM2	chrI	-	51855	52595	94.989395	14.896853	26.181696
YAL048C_mRNA	GEM1	chrI	-	52801	54789	36.030636	5.650558	9.931037
YAL047W-A	-	chrI	+	54209	55063	0.231023	0.036231	0.063676
YAL047W-A_id002	-	chrI	+	54584	54913	0.116107	0.018209	0.032002
YAL047C	SPC72	chrI	-	54931	56886	15.113130	2.370139	4.165596
YAL047C_id002	SPC72	chrI	-	54989	56857	30.240149	4.742456	8.335019
YAL046C	BOL3	chrI	-	56907	57544	38.993389	6.115196	10.747653
YAL044W-A	BOL1	chrI	+	56973	57958	64.800507	10.162436	17.860807
YAL046C_id002	BOL3	chrI	-	57029	57385	46.788689	7.337706	12.896253
YAL045C_mRNA	-	chrI	-	57488	57796	45.456371	7.128763	12.529030
YAL044W-A_id001	BOL1	chrI	+	57518	57850	62.073456	9.734762	17.109158
YAL044C	GCV3	chrI	-	57756	58476	494.141113	77.494415	136.198929
YAL044C_id001	GCV3	chrI	-	57950	58462	183.411514	28.763783	50.553276
YAL043C	PTA1	chrI	-	58499	61068	85.360184	13.386738	23.527622
YAL043C_id002	PTA1	chrI	-	58695	61052	75.079437	11.774445	20.693964
YAL042C-A_mRNA	-	chrI	-	61231	61608	0.191831	0.030084	0.052874
YAL042W	ERV46	chrI	+	61269	62680	401.253357	62.927158	110.596489
YAL042W_id005	ERV46	chrI	+	61316	62563	490.348358	76.899612	135.153534
YAL041W	CDC24	chrI	+	62773	65463	82.541306	12.944663	22.750660
YAL041W_id001	CDC24	chrI	+	62840	65404	72.939316	11.438817	20.104086
YAL040C	CLN3	chrI	-	65596	67848	133.993347	21.013706	36.932262
YAL040C_id001	CLN3	chrI	-	65778	67836	0.000000	0.000000	0.000000
YAL039C	CYC3	chrI	-	68629	69642	102.195015	16.026886	28.167765
YAL039C_id001	CYC3	chrI	-	68716	69525	40.297836	6.319768	11.107195
YAL038W	CDC19	chrI	+	71644	73448	10827.472656	1698.034668	2984.350098
YAL038W_id001	CDC19	chrI	+	71786	73288	19224.412109	3014.897217	5298.778320
YAL037C-B_mRNA	-	chrI	-	72326	73300	10.755773	1.686790	2.964588
YAL037C-A_id001	-	chrI	-	73426	73518	0.344086	0.053962	0.094840
YAL037W	-	chrI	+	73453	76400	216.362686	33.931400	59.635525
YAL037W_id002	-	chrI	+	74020	74823	0.025673	0.004026	0.007076
YAL036C	RBG1	chrI	-	74778	76207	0.000133	0.000021	0.000037
YAL036C_id001	RBG1	chrI	-	75043	76152	0.002876	0.000451	0.000793
YAL035W	FUN12	chrI	+	76365	79559	535.691528	84.010620	147.651367
YAL035W_id002	FUN12	chrI	+	76427	79435	300.720947	47.161011	82.886993
YAL034C-B_id001	-	chrI	-	79489	79842	1.843345	0.289085	0.508077
YAL034W-A	MTW1	chrI	+	79674	80744	21.387678	3.354155	5.895034
YAL034W-A_id002	MTW1	chrI	+	79718	80587	13.275136	2.081893	3.658994
YAL034C	FUN19	chrI	-	80549	82586	59.418957	9.318466	16.377502
YAL034C_id001	FUN19	chrI	-	80710	81951	0.471674	0.073971	0.130006
YAL033W	POP5	chrI	+	82701	83397	117.739853	18.464729	32.452351
YAL033W_id001	POP5	chrI	+	82706	83227	62.298096	9.769992	17.171074
