Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL068C_mRNA	PAU8	chrI	-	1807	2169	0.253444	0.042226	0.072561
YAL067C_id001	SEO1	chrI	-	7235	9016	29.776655	4.961090	8.525024
YAL066W_id001	-	chrI	+	10091	10399	0.993528	0.165532	0.284446
YAL065C_mRNA	-	chrI	-	11565	11951	34.620155	5.768066	9.911713
YAL064W-B_id001	-	chrI	+	12046	12426	19.955379	3.324767	5.713203
YAL064C-A_mRNA	TDA8	chrI	-	13363	13743	31.482939	5.245374	9.013531
YAL064W_mRNA	-	chrI	+	21566	21850	4.192983	0.698593	1.200446
YAL063C-A	-	chrI	-	22051	23617	15.159592	2.525740	4.340175
YAL063C-A_id006	-	chrI	-	22395	22685	0.030654	0.005107	0.008776
YAL063C_mRNA	FLO9	chrI	-	24000	27968	46.953892	7.822990	13.442848
YAL062W	GDH3	chrI	+	31527	33039	68.142372	11.353204	19.509089
YAL062W_id003	GDH3	chrI	+	31567	32940	1.362142	0.226947	0.389980
YAL061W	BDH2	chrI	+	33345	35018	69.337059	11.552251	19.851124
YAL061W_id001	BDH2	chrI	+	33448	34701	1.625803	0.270875	0.465466
YAL060W	BDH1	chrI	+	35107	36433	372.032959	61.984432	106.512634
YAL060W_id001	BDH1	chrI	+	35155	36303	339.729584	56.602364	97.264206
YAL059W	ECM1	chrI	+	36466	37344	203.294266	33.870869	58.202927
YAL059C-A_mRNA	-	chrI	-	36496	36918	0.000000	0.000000	0.000000
YAL059W_id001	ECM1	chrI	+	36509	37147	80.603050	13.429279	23.076565
YAL058W	CNE1	chrI	+	37405	39163	96.219398	16.031118	27.547510
YAL058W_id003	CNE1	chrI	+	37464	38972	56.440735	9.403594	16.158920
YAL056C-A_mRNA	-	chrI	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	chrI	+	39234	42040	96.851654	16.136459	27.728523
YAL056W_id001	GPB2	chrI	+	39259	41901	76.759140	12.788844	21.976059
YAL055W	PEX22	chrI	+	42142	42838	42.347271	7.055481	12.123978
YAL055W_id001	PEX22	chrI	+	42177	42719	30.452946	5.073767	8.718645
YAL054C_id001	ACS1	chrI	-	42881	45022	72.556023	12.088562	20.772711
YAL053W	FLC2	chrI	+	45728	48310	437.213501	72.844162	125.173752
YAL053W_id001	FLC2	chrI	+	45899	48250	306.213715	51.018284	87.668655
YAL051W_mRNA	OAF1	chrI	+	48564	51707	101.353996	16.886595	29.017540
YAL049C	AIM2	chrI	-	51691	54082	191.975647	31.985075	54.962418
YAL049C_id002	AIM2	chrI	-	51855	52595	172.593094	28.755743	49.413212
YAL048C_mRNA	GEM1	chrI	-	52801	54789	54.107494	9.014853	15.490917
YAL047W-A	-	chrI	+	54209	55063	9.306965	1.550634	2.664574
YAL047W-A_id002	-	chrI	+	54584	54913	0.319919	0.053302	0.091592
YAL047C	SPC72	chrI	-	54931	56886	28.860870	4.808511	8.262836
YAL047C_id002	SPC72	chrI	-	54989	56857	32.743759	5.455440	9.374503
YAL046C	BOL3	chrI	-	56907	57544	52.357292	8.723251	14.989836
YAL044W-A	BOL1	chrI	+	56973	57958	65.622032	10.933290	18.787516
YAL046C_id002	BOL3	chrI	-	57029	57385	42.632706	7.103037	12.205697
YAL045C_mRNA	-	chrI	-	57488	57796	83.834816	13.967723	24.001816
YAL044W-A_id001	BOL1	chrI	+	57518	57850	105.663666	17.604630	30.251392
YAL044C	GCV3	chrI	-	57756	58476	1313.772949	218.887787	376.131744
YAL044C_id001	GCV3	chrI	-	57950	58462	564.841309	94.108238	161.713440
YAL043C	PTA1	chrI	-	58499	61068	118.528954	19.748116	33.934711
YAL043C_id002	PTA1	chrI	-	58695	61052	104.645714	17.435028	29.959953
