Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL067C_id001	SEO1	chrI	-	7235	9016	20.153759	3.823238	5.992642
YAL066W_id001	-	chrI	+	10091	10399	1.514563	0.287318	0.450349
YAL065C_mRNA	-	chrI	-	11565	11951	28.679586	5.440617	8.527762
YAL064W-B_id001	-	chrI	+	12046	12426	29.866142	5.665710	8.880581
YAL064C-A_mRNA	TDA8	chrI	-	13363	13743	33.259842	6.309507	9.889684
YAL064W_mRNA	-	chrI	+	21566	21850	3.382456	0.641664	1.005760
YAL063C-A	-	chrI	-	22051	23617	20.122301	3.817270	5.983288
YAL063C-A_id006	-	chrI	-	22395	22685	0.217717	0.041302	0.064737
YAL063C_mRNA	FLO9	chrI	-	24000	27968	47.772991	9.062701	14.205112
YAL062W	GDH3	chrI	+	31527	33039	129.389328	24.545603	38.473412
YAL062W_id003	GDH3	chrI	+	31567	32940	1.081467	0.205158	0.321570
YAL061W	BDH2	chrI	+	33345	35018	63.635254	12.071828	18.921694
YAL061W_id001	BDH2	chrI	+	33448	34701	0.659956	0.125196	0.196235
YAL060W	BDH1	chrI	+	35107	36433	211.417923	40.106712	62.864292
YAL060W_id001	BDH1	chrI	+	35155	36303	105.678314	20.047541	31.423033
YAL059W	ECM1	chrI	+	36466	37344	216.064651	40.988213	64.245979
YAL059C-A_mRNA	-	chrI	-	36496	36918	0.000000	0.000000	0.000000
YAL059W_id001	ECM1	chrI	+	36509	37147	67.712303	12.845258	20.133989
YAL058W	CNE1	chrI	+	37405	39163	100.514587	19.067965	29.887619
YAL058W_id003	CNE1	chrI	+	37464	38972	68.494934	12.993726	20.366701
YAL056C-A_mRNA	-	chrI	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	chrI	+	39234	42040	74.118996	14.060630	22.038992
YAL056W_id001	GPB2	chrI	+	39259	41901	71.457794	13.555790	21.247696
YAL055W	PEX22	chrI	+	42142	42838	46.978924	8.912065	13.969000
YAL055W_id001	PEX22	chrI	+	42177	42719	27.914717	5.295518	8.300332
YAL054C_id001	ACS1	chrI	-	42881	45022	66.591034	12.632549	19.800583
YAL053W	FLC2	chrI	+	45728	48310	280.879639	53.283836	83.518463
YAL053W_id001	FLC2	chrI	+	45899	48250	220.179382	41.768791	65.469475
YAL051W_mRNA	OAF1	chrI	+	48564	51707	115.793915	21.966505	34.430866
YAL049C	AIM2	chrI	-	51691	54082	148.087357	28.092684	44.033199
YAL049C_id002	AIM2	chrI	-	51855	52595	112.941422	21.425379	33.582691
YAL048C_mRNA	GEM1	chrI	-	52801	54789	54.760902	10.388332	16.282940
YAL047W-A	-	chrI	+	54209	55063	13.668591	2.592979	4.064302
YAL047W-A_id002	-	chrI	+	54584	54913	0.194252	0.036850	0.057760
YAL047C	SPC72	chrI	-	54931	56886	33.220474	6.302039	9.877978
YAL047C_id002	SPC72	chrI	-	54989	56857	26.777937	5.079867	7.962315
YAL046C	BOL3	chrI	-	56907	57544	56.966148	10.806675	16.938662
YAL044W-A	BOL1	chrI	+	56973	57958	85.186867	16.160242	25.329981
YAL046C_id002	BOL3	chrI	-	57029	57385	52.042149	9.872576	15.474529
YAL045C_mRNA	-	chrI	-	57488	57796	74.407784	14.115413	22.124865
YAL044W-A_id001	BOL1	chrI	+	57518	57850	103.777390	19.686930	30.857801
YAL044C	GCV3	chrI	-	57756	58476	526.268555	99.834969	156.483902
YAL044C_id001	GCV3	chrI	-	57950	58462	128.853470	24.443949	38.314075
YAL043C	PTA1	chrI	-	58499	61068	90.382370	17.145847	26.874844
YAL043C_id002	PTA1	chrI	-	58695	61052	96.108276	18.232071	28.577421
YAL042C-A_mRNA	-	chrI	-	61231	61608	0.816819	0.154953	0.242878
YAL042W	ERV46	chrI	+	61269	62680	449.029480	85.182442	133.517166
YAL042W_id005	ERV46	chrI	+	61316	62563	531.420349	100.812279	158.015762
YAL041W	CDC24	chrI	+	62773	65463	99.604378	18.895296	29.616972
YAL041W_id001	CDC24	chrI	+	62840	65404	78.131638	14.821841	23.232138
YAL040C	CLN3	chrI	-	65596	67848	101.160675	19.190529	30.079731
YAL040C_id001	CLN3	chrI	-	65778	67836	0.000000	0.000000	0.000000
YAL039C	CYC3	chrI	-	68629	69642	224.034027	42.500031	66.615646
YAL039C_id001	CYC3	chrI	-	68716	69525	79.316650	15.046642	23.584496
YAL038W	CDC19	chrI	+	71644	73448	7259.992676	1377.245728	2158.730469
YAL038W_id001	CDC19	chrI	+	71786	73288	13698.206055	2598.596924	4073.107910
YAL037C-B_mRNA	-	chrI	-	72326	73300	69.914436	13.263010	20.788786
YAL037C-A_id001	-	chrI	-	73426	73518	0.129033	0.024478	0.038367
YAL037W	-	chrI	+	73453	76400	250.394592	47.500721	74.453850
YAL037W_id002	-	chrI	+	74020	74823	0.206400	0.039155	0.061372
YAL036C	RBG1	chrI	-	74778	76207	0.000000	0.000000	0.000000
YAL036C_id001	RBG1	chrI	-	75043	76152	0.000000	0.000000	0.000000
YAL035W	FUN12	chrI	+	76365	79559	353.261810	67.014984	105.041023
YAL035W_id002	FUN12	chrI	+	76427	79435	201.502518	38.225723	59.915985
YAL034C-B_id001	-	chrI	-	79489	79842	0.631722	0.119840	0.187840
YAL034W-A	MTW1	chrI	+	79674	80744	19.740097	3.744765	5.869641
YAL034W-A_id002	MTW1	chrI	+	79718	80587	21.128843	4.008214	6.282579
YAL034C	FUN19	chrI	-	80549	82586	77.580421	14.717274	23.068235
YAL034C_id001	FUN19	chrI	-	80710	81951	4.954916	0.939965	1.473325
YAL033W	POP5	chrI	+	82701	83397	145.337662	27.571056	43.215588
YAL033W_id001	POP5	chrI	+	82706	83227	39.217365	7.439670	11.661130
YAL032C	PRP45	chrI	-	83192	84504	94.068024	17.845030	27.970758
YAL032C_id001	PRP45	chrI	-	83335	84474	7.356026	1.395464	2.187286
YAL031C	GIP4	chrI	-	84587	87031	55.372391	10.504333	16.464764
YAL031W-A_mRNA	-	chrI	+	84669	84977	0.000000	0.000000	0.000000
YAL031C_id001	GIP4	chrI	-	84749	87031	29.514452	5.598994	8.776007
YAL030W	SNC1	chrI	+	87264	88013	213.434723	40.489304	63.463982
YAL030W_id001	SNC1	chrI	+	87286	87752	0.000000	0.000000	0.000000
YAL029C_mRNA	MYO4	chrI	-	87855	92270	264.597137	50.194992	78.676926
YAL028W	FRT2	chrI	+	92852	94566	26.978886	5.117988	8.022066
YAL028W_id001	FRT2	chrI	+	92900	94486	11.714690	2.222317	3.483317
YAL027W	SAW1	chrI	+	94595	95583	41.585125	7.888842	12.365174
YAL027W_id002	SAW1	chrI	+	94687	95472	36.858253	6.992138	10.959658
YAL026C-A_mRNA	-	chrI	-	95386	95823	28.860685	5.474972	8.581613
YAL026C_mRNA	DRS2	chrI	-	95630	99697	224.631226	42.613319	66.793221
YNCA0001W_ncRNA	HRA1	chrI	+	99305	99868	46.891743	8.895525	13.943077
YAL025C	MAK16	chrI	-	99939	101168	198.078156	37.576111	58.897766
YAL025C_id002	MAK16	chrI	-	100225	101145	57.838066	10.972081	17.197924
YAL024C_mRNA	LTE1	chrI	-	101565	105872	76.968895	14.601265	22.886400
YAL023C	PMT2	chrI	-	106143	108671	795.871277	150.979538	236.649216
YAL023C_id001	PMT2	chrI	-	106272	108551	214.917679	40.770626	63.904934
YAL022C	FUN26	chrI	-	108732	110471	127.162407	24.123148	37.811245
YAL022C_id002	FUN26	chrI	-	108877	110430	81.488686	15.458685	24.230343
YAL021C	CCR4	chrI	-	110536	113403	175.608292	33.313499	52.216438
YAL021C_id001	CCR4	chrI	-	110846	113359	43.492615	8.250699	12.932360
YAL020C	ATS1	chrI	-	113468	114624	133.455658	25.316999	39.682518
YAL020C_id002	ATS1	chrI	-	113614	114615	43.694454	8.288989	12.992375
YAL019W-A_mRNA	-	chrI	+	114250	114819	17.484137	3.316801	5.198840
YAL019W_id001	FUN30	chrI	+	114919	118314	223.429916	42.385429	66.436012
YAL018C_id001	LDS1	chrI	-	118564	119541	4.521472	0.857739	1.344442
YAL017W_mRNA	PSK1	chrI	+	120225	124295	146.277084	27.749269	43.494919
YAL016C-B_mRNA	-	chrI	-	124307	124492	25.370966	4.812960	7.543958
YAL016C-A_mRNA	-	chrI	-	124755	125069	10.598318	2.010538	3.151368
YAL016W	TPD3	chrI	+	124786	126883	355.338928	67.409027	105.658646
YAL016W_id002	TPD3	chrI	+	124879	126786	66.207947	12.559876	19.686674
YAL015C	NTG1	chrI	-	126756	128110	61.496620	11.666121	18.285780
YAL015C_id002	NTG1	chrI	-	126903	128102	99.548203	18.884638	29.600267
YAL014C	SYN8	chrI	-	128031	129072	158.789368	30.122892	47.215397
YAL014C_id005	SYN8	chrI	-	128252	129019	62.246601	11.808395	18.508783
YAL013W	DEP1	chrI	+	129194	130583	49.896786	9.465592	14.836614
YAL013W_id002	DEP1	chrI	+	129270	130487	20.928139	3.970140	6.222900
YAL012W	CYS3	chrI	+	130686	132100	945.757263	179.413422	281.217224
YAL012W_id001	CYS3	chrI	+	130799	131983	277.578461	52.657593	82.536873
YAL011W	SWC3	chrI	+	132169	134210	32.344906	6.135941	9.617631
YAL011W_id003	SWC3	chrI	+	132199	134076	27.150616	5.150566	8.073130
YAL010C	MDM10	chrI	-	134001	135688	54.744656	10.385250	16.278111
YAL010C_id004	MDM10	chrI	-	134184	135665	27.959469	5.304008	8.313639
YAL009W	SPO7	chrI	+	135408	136766	76.694893	14.549287	22.804928
YAL009W_id006	SPO7	chrI	+	135854	136633	69.889206	13.258224	20.781282
YAL008W	FUN14	chrI	+	136815	137718	166.704330	31.624388	49.568882
YAL008W_id001	FUN14	chrI	+	136914	137510	65.265282	12.381050	19.406376
YAL007C	ERP2	chrI	-	137408	138414	7.398072	1.403440	2.199788
YAL004W	-	chrI	+	137649	142140	4640.841309	880.383606	1379.936035
YAL007C_id001	ERP2	chrI	-	137698	138345	0.407758	0.077353	0.121245
YNCA0002W_tRNA	TRN1	chrI	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	chrI	-	139381	141684	10.574276	2.005977	3.144220
YAL005C_id001	SSA1	chrI	-	139503	141431	155.415283	29.482817	46.212128
YAL004W_id002	-	chrI	+	140760	141407	0.168750	0.032012	0.050177
YAL003W	EFB1	chrI	+	142141	143496	2876.676514	545.715454	855.368530
YAL003W_id001	EFB1	chrI	+	142174	143160	0.000000	0.000000	0.000000
YNCA0003W_snoRNA	SNR18	chrI	+	142367	142468	0.260378	0.049395	0.077422
YAL002W_id001	VPS8	chrI	+	143707	147531	165.293335	31.356718	49.149326
YAL001C_mRNA	TFC3	chrI	-	147594	151166	99.120010	18.803410	29.472946
YAR002W	NUP60	chrI	+	152215	154114	123.399368	23.409286	36.692322
YAR002W_id002	NUP60	chrI	+	152257	153876	55.435421	10.516291	16.483505
YAR002C-A	ERP1	chrI	-	153808	154750	473.312164	89.788956	140.737518
YAR002C-A_id001	ERP1	chrI	-	154065	154724	691.464294	131.173172	205.604218
YAR003W	SWD1	chrI	+	154958	156909	98.681892	18.720295	29.342676
YAR003W_id002	SWD1	chrI	+	155005	156285	24.864981	4.716973	7.393505
YAR007C	RFA1	chrI	-	156681	158698	91.640289	17.384480	27.248882
YAR007C_id001	RFA1	chrI	-	156754	158619	57.191746	10.849472	17.005741
YAR008W	SEN34	chrI	+	158847	159916	51.030617	9.680685	15.173755
YAR008W_id001	SEN34	chrI	+	158966	159793	31.153675	5.909960	9.263424
YAR009C	-	chrI	-	160597	164187	554.827087	105.252609	164.975662
YAR010C	-	chrI	-	164544	165866	1012.889648	192.148666	301.178772
YNCA0004W_tRNA	TGA1	chrI	+	166267	166339	10.931507	2.073745	3.250441
YAR014C	BUD14	chrI	-	166565	169019	201.702744	38.263706	59.975521
YAR014C_id001	BUD14	chrI	-	166742	168871	9.957620	1.888995	2.960859
YAR015W	ADE1	chrI	+	169272	170638	348.490967	66.109940	103.622429
YAR015W_id001	ADE1	chrI	+	169375	170295	78.918755	14.971160	23.466183
YAR018C	KIN3	chrI	-	170177	171715	99.291199	18.835884	29.523849
YAR018C_id001	KIN3	chrI	-	170396	171703	2.930053	0.555841	0.871240
YAR019C_id001	CDC15	chrI	-	172211	175135	70.486855	13.371599	20.958992
YAR019W-A_mRNA	-	chrI	+	174998	175330	7.951826	1.508489	2.364444
YAR020C_mRNA	PAU7	chrI	-	176856	177023	40.422619	7.668310	12.019508
YAR023C	DFP1	chrI	-	179245	180697	45.386684	8.610011	13.495553
YAR023C_id002	DFP1	chrI	-	179281	179820	1.822500	0.345735	0.541913
YNCA0005W_tRNA	SUP56	chrI	+	181141	181254	0.000000	0.000000	0.000000
YNCA0006C_tRNA	-	chrI	-	182522	182603	3.451220	0.654708	1.026207
YAR027W	UIP3	chrI	+	183671	184687	302.557404	57.396183	89.964264
YAR027W_id003	UIP3	chrI	+	183770	184477	24.712017	4.687955	7.348022
YAR028W	KTD1	chrI	+	184832	185977	25.921316	4.917363	7.707602
YAR028W_id002	KTD1	chrI	+	184892	185596	1.263527	0.239695	0.375705
YAR029W	DFP2	chrI	+	185009	186754	122.832642	23.301777	36.523804
YAR029W_id003	DFP2	chrI	+	186321	186545	0.128928	0.024458	0.038336
YAR030C_id001	-	chrI	-	186512	186853	9.844330	1.867503	2.927173
YAR031W_mRNA	PRM9	chrI	+	186836	187732	131.130234	24.875858	38.991062
YAR033W	MST28	chrI	+	188043	189258	75.102150	14.247137	22.331331
YAR033W_id003	MST28	chrI	+	188107	188811	2.503246	0.474874	0.744330
YAR035W_id001	YAT1	chrI	+	190193	192256	24.665213	4.679076	7.334105
YAR035C-A_mRNA	-	chrI	-	192337	192417	11.629630	2.206181	3.458025
YAR042W	SWH1	chrI	+	192583	196349	255.171082	48.406837	75.874123
YAR042W_id002	SWH1	chrI	+	192619	196185	0.616357	0.116925	0.183271
YAR047C_mRNA	-	chrI	-	201467	201787	38.171341	7.241235	11.350099
YAR050W_mRNA	FLO1	chrI	+	203403	208016	32.633072	6.190607	9.703317
YAR053W_id001	-	chrI	+	208367	208663	21.451178	4.069363	6.378424
YAR060C_mRNA	-	chrI	-	217157	217492	11.806548	2.239743	3.510631
YAR064W_mRNA	-	chrI	+	220198	220497	42.459999	8.054809	12.625315
YAR066W_mRNA	-	chrI	+	221049	221660	42.635620	8.088124	12.677535
YAR068W_mRNA	-	chrI	+	222406	222891	46.617283	8.843460	13.861467
YAR069C_mRNA	-	chrI	-	224011	224304	7.799320	1.479558	2.319097
YAR070C_mRNA	-	chrI	-	224563	224862	4.340000	0.823313	1.290482
YAR071W_mRNA	PHO11	chrI	+	225460	226863	34.086895	6.466402	10.135605
