Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL067W-A_mRNA	-	chrI	+	2480	2707	0.254386	0.043074	0.070658
YAL067C_id001	SEO1	chrI	-	7235	9016	5.359147	0.907440	1.488554
YAL066W_id001	-	chrI	+	10091	10399	0.653722	0.110692	0.181577
YAL065C_mRNA	-	chrI	-	11565	11951	22.994833	3.893611	6.387033
YAL064W-B_id001	-	chrI	+	12046	12426	17.837271	3.020304	4.954471
YAL064C-A_mRNA	TDA8	chrI	-	13363	13743	15.635171	2.647433	4.342817
YAL064W_mRNA	-	chrI	+	21566	21850	1.680702	0.284586	0.466831
YAL063C-A	-	chrI	-	22051	23617	5.875762	0.994916	1.632049
YAL063C-A_id006	-	chrI	-	22395	22685	0.016085	0.002724	0.004468
YAL063C_mRNA	FLO9	chrI	-	24000	27968	21.907534	3.709503	6.085025
YAL062W	GDH3	chrI	+	31527	33039	36.099045	6.112488	10.026853
YAL062W_id003	GDH3	chrI	+	31567	32940	0.678417	0.114873	0.188437
YAL061W	BDH2	chrI	+	33345	35018	31.443052	5.324110	8.733606
YAL061W_id001	BDH2	chrI	+	33448	34701	0.700421	0.118599	0.194549
YAL060W	BDH1	chrI	+	35107	36433	82.347343	13.943503	22.872757
YAL060W_id001	BDH1	chrI	+	35155	36303	116.391716	19.708082	32.328907
YAL059W	ECM1	chrI	+	36466	37344	368.510864	62.398277	102.357399
YAL059C-A_mRNA	-	chrI	-	36496	36918	0.000000	0.000000	0.000000
YAL059W_id001	ECM1	chrI	+	36509	37147	28.182970	4.772095	7.828087
YAL058W	CNE1	chrI	+	37405	39163	93.622772	15.852720	26.004614
YAL058W_id003	CNE1	chrI	+	37464	38972	55.016258	9.315654	15.281288
YAL056C-A_mRNA	-	chrI	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	chrI	+	39234	42040	67.205612	11.379622	18.666998
YAL056W_id001	GPB2	chrI	+	39259	41901	64.767632	10.966810	17.989824
YAL055W	PEX22	chrI	+	42142	42838	20.418066	3.457299	5.671312
YAL055W_id001	PEX22	chrI	+	42177	42719	26.778286	4.534246	7.437923
YAL054C_id001	ACS1	chrI	-	42881	45022	32.515873	5.505765	9.031592
YAL053W	FLC2	chrI	+	45728	48310	137.298233	23.248089	38.135891
YAL053W_id001	FLC2	chrI	+	45899	48250	75.823410	12.838834	21.060671
YAL051W_mRNA	OAF1	chrI	+	48564	51707	60.626827	10.265666	16.839678
YAL049C	AIM2	chrI	-	51691	54082	134.851868	22.833857	37.456387
YAL049C_id002	AIM2	chrI	-	51855	52595	98.600296	16.695541	27.387169
YAL048C_mRNA	GEM1	chrI	-	52801	54789	36.809742	6.232827	10.224255
YAL047W-A	-	chrI	+	54209	55063	0.361677	0.061241	0.100459
YAL047W-A_id002	-	chrI	+	54584	54913	0.196236	0.033228	0.054506
YAL047C	SPC72	chrI	-	54931	56886	22.130138	3.747196	6.146856
YAL047C_id002	SPC72	chrI	-	54989	56857	24.134644	4.086610	6.703627
YAL046C	BOL3	chrI	-	56907	57544	39.094112	6.619629	10.858761
YAL044W-A	BOL1	chrI	+	56973	57958	75.291267	12.748730	20.912863
YAL046C_id002	BOL3	chrI	-	57029	57385	57.996231	9.820239	16.109003
YAL045C_mRNA	-	chrI	-	57488	57796	57.046982	9.659508	15.845340
YAL044W-A_id001	BOL1	chrI	+	57518	57850	86.415092	14.632276	24.002613
YAL044C	GCV3	chrI	-	57756	58476	621.819275	105.289841	172.716202
YAL044C_id001	GCV3	chrI	-	57950	58462	243.742020	41.271732	67.701660
YAL043C	PTA1	chrI	-	58499	61068	84.310326	14.275886	23.417994
