Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YAL068C_mRNA	PAU8	chrI	-	1807	2169	0.462810	0.083299	0.144668
YAL067C_id001	SEO1	chrI	-	7235	9016	24.156004	4.347743	7.550838
YAL066W_id001	-	chrI	+	10091	10399	3.889968	0.700140	1.215951
YAL065C_mRNA	-	chrI	-	11565	11951	35.072350	6.312532	10.963138
YAL064W-B_id001	-	chrI	+	12046	12426	31.829397	5.728846	9.949436
YAL064C-A_mRNA	TDA8	chrI	-	13363	13743	32.721786	5.889463	10.228384
YAL064W_mRNA	-	chrI	+	21566	21850	6.589474	1.186013	2.059780
YAL063C-A	-	chrI	-	22051	23617	13.412840	2.414123	4.192671
YAL063C-A_id006	-	chrI	-	22395	22685	0.027766	0.004997	0.008679
YAL063C_mRNA	FLO9	chrI	-	24000	27968	42.666920	7.679448	13.337098
YAL062W	GDH3	chrI	+	31527	33039	77.233749	13.900994	24.142218
YAL062W_id003	GDH3	chrI	+	31567	32940	0.902719	0.162477	0.282178
YAL061W	BDH2	chrI	+	33345	35018	73.947136	13.309449	23.114866
YAL061W_id001	BDH2	chrI	+	33448	34701	0.759567	0.136711	0.237430
YAL060W	BDH1	chrI	+	35107	36433	407.389404	73.324394	127.344376
YAL060W_id001	BDH1	chrI	+	35155	36303	188.492767	33.926060	58.920269
YAL059W	ECM1	chrI	+	36466	37344	232.990921	41.935104	72.829788
YAL059C-A_mRNA	-	chrI	-	36496	36918	0.000000	0.000000	0.000000
YAL059W_id001	ECM1	chrI	+	36509	37147	62.979607	11.335448	19.686567
YAL058W	CNE1	chrI	+	37405	39163	93.375008	16.806194	29.187756
YAL058W_id003	CNE1	chrI	+	37464	38972	51.312374	9.235509	16.039549
YAL056C-A_mRNA	-	chrI	-	38696	39046	0.000000	0.000000	0.000000
YAL056W	GPB2	chrI	+	39234	42040	83.990181	15.117058	26.254187
YAL056W_id001	GPB2	chrI	+	39259	41901	70.270363	12.647681	21.965557
YAL055W	PEX22	chrI	+	42142	42838	51.148819	9.206072	15.988424
YAL055W_id001	PEX22	chrI	+	42177	42719	20.562201	3.700908	6.427464
YAL054C_id001	ACS1	chrI	-	42881	45022	68.534081	12.335176	21.422819
YAL053W	FLC2	chrI	+	45728	48310	402.026611	72.359169	125.668045
YAL053W_id001	FLC2	chrI	+	45899	48250	270.515411	48.688988	84.559433
YAL051W_mRNA	OAF1	chrI	+	48564	51707	95.390701	17.168991	29.817835
YAL049C	AIM2	chrI	-	51691	54082	177.580505	31.962006	55.509247
YAL049C_id002	AIM2	chrI	-	51855	52595	130.848038	23.550816	40.901314
YAL048C_mRNA	GEM1	chrI	-	52801	54789	56.566765	10.181226	17.681999
YAL047W-A	-	chrI	+	54209	55063	8.231883	1.481624	2.573174
YAL047W-A_id002	-	chrI	+	54584	54913	0.470671	0.084714	0.147125
YAL047C	SPC72	chrI	-	54931	56886	30.709707	5.527318	9.599436
YAL047C_id002	SPC72	chrI	-	54989	56857	31.461000	5.662540	9.834280
YAL046C	BOL3	chrI	-	56907	57544	45.347710	8.161953	14.175076
YAL044W-A	BOL1	chrI	+	56973	57958	77.010818	13.860870	24.072531
YAL046C_id002	BOL3	chrI	-	57029	57385	49.876183	8.977015	15.590615
YAL045C_mRNA	-	chrI	-	57488	57796	71.325600	12.837609	22.295410
YAL044W-A_id001	BOL1	chrI	+	57518	57850	98.041664	17.646128	30.646488
YAL044C	GCV3	chrI	-	57756	58476	1325.884155	238.640579	414.453308
YAL044C_id001	GCV3	chrI	-	57950	58462	528.757874	95.169022	165.282516
YAL043C	PTA1	chrI	-	58499	61068	104.787170	18.860224	32.755039
YAL043C_id002	PTA1	chrI	-	58695	61052	104.459282	18.801208	32.652546
YAL042C-A_mRNA	-	chrI	-	61231	61608	0.172184	0.030991	0.053822
YAL042W	ERV46	chrI	+	61269	62680	384.368286	69.180908	120.148293
YAL042W_id005	ERV46	chrI	+	61316	62563	500.791565	90.135475	156.540619
YAL041W	CDC24	chrI	+	62773	65463	99.725708	17.949232	31.172899
YAL041W_id001	CDC24	chrI	+	62840	65404	84.097115	15.136304	26.287611
YAL040C	CLN3	chrI	-	65596	67848	129.923660	23.384441	40.612366
YAL040C_id001	CLN3	chrI	-	65778	67836	0.000000	0.000000	0.000000
YAL039C	CYC3	chrI	-	68629	69642	266.053741	47.885952	83.164772
YAL039C_id001	CYC3	chrI	-	68716	69525	113.583344	20.443411	35.504604
YAL038W	CDC19	chrI	+	71644	73448	6651.827637	1197.235840	2079.270752
YAL038W_id001	CDC19	chrI	+	71786	73288	13958.205078	2512.281494	4363.145020
YAL037C-B_mRNA	-	chrI	-	72326	73300	0.000000	0.000000	0.000000
YAL037C-A_id001	-	chrI	-	73426	73518	0.000000	0.000000	0.000000
YAL037W	-	chrI	+	73453	76400	188.955414	34.009331	59.064884
YAL037W_id002	-	chrI	+	74020	74823	0.039876	0.007177	0.012465
YAL036C	RBG1	chrI	-	74778	76207	0.000000	0.000000	0.000000
YAL036C_id001	RBG1	chrI	-	75043	76152	0.000000	0.000000	0.000000
YAL035W	FUN12	chrI	+	76365	79559	366.554138	65.974617	114.579834
YAL035W_id002	FUN12	chrI	+	76427	79435	206.041122	37.084518	64.405647
YAL034C-B_id001	-	chrI	-	79489	79842	1.343100	0.241739	0.419835
YAL034W-A	MTW1	chrI	+	79674	80744	23.560648	4.240587	7.364738
YAL034W-A_id002	MTW1	chrI	+	79718	80587	18.185272	3.273094	5.684468
YAL034C	FUN19	chrI	-	80549	82586	62.883965	11.318233	19.656670
YAL034C_id001	FUN19	chrI	-	80710	81951	15.135715	2.724217	4.731218
YAL033W	POP5	chrI	+	82701	83397	113.958809	20.510990	35.621971
YAL033W_id001	POP5	chrI	+	82706	83227	25.779495	4.639948	8.058319
YAL032C	PRP45	chrI	-	83192	84504	126.796753	22.821640	39.634937
YAL032C_id001	PRP45	chrI	-	83335	84474	18.819006	3.387158	5.882565
YAL031C	GIP4	chrI	-	84587	87031	53.222340	9.579276	16.636578
YAL031W-A_mRNA	-	chrI	+	84669	84977	0.000000	0.000000	0.000000
YAL031C_id001	GIP4	chrI	-	84749	87031	30.955921	5.571632	9.676399
YAL030W	SNC1	chrI	+	87264	88013	262.385284	47.225677	82.018066
YAL030W_id001	SNC1	chrI	+	87286	87752	0.000000	0.000000	0.000000
YAL029C_mRNA	MYO4	chrI	-	87855	92270	281.421661	50.651962	87.968575
YAL028W	FRT2	chrI	+	92852	94566	20.936543	3.768285	6.544478
YAL028W_id001	FRT2	chrI	+	92900	94486	7.513439	1.352314	2.348599
YAL027W	SAW1	chrI	+	94595	95583	53.857483	9.693593	16.835115
YAL027W_id002	SAW1	chrI	+	94687	95472	51.298203	9.232958	16.035120
YAL026C-A_mRNA	-	chrI	-	95386	95823	38.562508	6.940712	12.054114
YAL026C_mRNA	DRS2	chrI	-	95630	99697	266.426636	47.953064	83.281334
YNCA0001W_ncRNA	HRA1	chrI	+	99305	99868	46.926716	8.446153	14.668652
YAL025C	MAK16	chrI	-	99939	101168	216.253479	38.922600	67.597885
YAL025C_id002	MAK16	chrI	-	100225	101145	77.106659	13.878119	24.102489
YAL024C_mRNA	LTE1	chrI	-	101565	105872	56.464951	10.162901	17.650175
YAL023C	PMT2	chrI	-	106143	108671	651.344910	117.232971	203.601532
YAL023C_id001	PMT2	chrI	-	106272	108551	157.339371	28.318884	49.182144
YAL022C	FUN26	chrI	-	108732	110471	126.800682	22.822348	39.636166
YAL022C_id002	FUN26	chrI	-	108877	110430	100.647873	18.115208	31.461153
YAL021C	CCR4	chrI	-	110536	113403	170.404327	30.670395	53.266068
YAL021C_id001	CCR4	chrI	-	110846	113359	38.703014	6.966001	12.098036
YAL020C	ATS1	chrI	-	113468	114624	104.764359	18.856119	32.747910
YAL020C_id002	ATS1	chrI	-	113614	114615	41.509808	7.471184	12.975400
YAL019W-A_mRNA	-	chrI	+	114250	114819	7.620705	1.371620	2.382128
YAL019W_id001	FUN30	chrI	+	114919	118314	196.035919	35.283722	61.278156
YAL018C_id001	LDS1	chrI	-	118564	119541	3.237219	0.582654	1.011911
YAL017W_mRNA	PSK1	chrI	+	120225	124295	128.806931	23.183445	40.263290
YAL016C-B_mRNA	-	chrI	-	124307	124492	15.489247	2.787848	4.841728
YAL016C-A_mRNA	-	chrI	-	124755	125069	6.931413	1.247557	2.166665
YAL016W	TPD3	chrI	+	124786	126883	403.966492	72.708313	126.274422
YAL016W_id002	TPD3	chrI	+	124879	126786	56.662872	10.198524	17.712042
YAL015C	NTG1	chrI	-	126756	128110	51.430454	9.256762	16.076460
YAL015C_id002	NTG1	chrI	-	126903	128102	100.721542	18.128468	31.484182
YAL014C	SYN8	chrI	-	128031	129072	196.302444	35.331692	61.361469
YAL014C_id005	SYN8	chrI	-	128252	129019	62.016750	11.162147	19.385592
YAL013W	DEP1	chrI	+	129194	130583	56.617855	10.190422	17.697969
YAL013W_id002	DEP1	chrI	+	129270	130487	16.417225	2.954871	5.131801
YAL012W	CYS3	chrI	+	130686	132100	1394.132202	250.924286	435.786743
YAL012W_id001	CYS3	chrI	+	130799	131983	468.636230	84.347961	146.489304
YAL011W	SWC3	chrI	+	132169	134210	40.853191	7.353003	12.770151
YAL011W_id003	SWC3	chrI	+	132199	134076	34.327007	6.178381	10.730155
YAL010C	MDM10	chrI	-	134001	135688	63.865498	11.494895	19.963484
YAL010C_id004	MDM10	chrI	-	134184	135665	12.803387	2.304430	4.002164
YAL009W	SPO7	chrI	+	135408	136766	68.277344	12.288966	21.342567
YAL009W_id006	SPO7	chrI	+	135854	136633	67.922005	12.225011	21.231495
YAL008W	FUN14	chrI	+	136815	137718	182.087479	32.773197	56.918064
YAL008W_id001	FUN14	chrI	+	136914	137510	76.785027	13.820230	24.001951
YAL007C	ERP2	chrI	-	137408	138414	6.818299	1.227198	2.131307
YAL004W	-	chrI	+	137649	142140	15178.717773	2731.956787	4744.660645
YAL007C_id001	ERP2	chrI	-	137698	138345	0.099696	0.017944	0.031164
YNCA0002W_tRNA	TRN1	chrI	+	139152	139254	0.000000	0.000000	0.000000
YAL005C	SSA1	chrI	-	139381	141684	17.306334	3.114898	5.409724
YAL005C_id001	SSA1	chrI	-	139503	141431	338.780914	60.975822	105.898300
YAL004W_id002	-	chrI	+	140760	141407	0.193897	0.034899	0.060610
YAL003W	EFB1	chrI	+	142141	143496	3186.634277	573.549561	996.098450
YAL003W_id001	EFB1	chrI	+	142174	143160	0.000000	0.000000	0.000000
YNCA0003W_snoRNA	SNR18	chrI	+	142367	142468	0.001860	0.000335	0.000581
YAL002W_id001	VPS8	chrI	+	143707	147531	144.187195	25.951677	45.070953
YAL001C_mRNA	TFC3	chrI	-	147594	151166	95.357452	17.163006	29.807442
YAR002W	NUP60	chrI	+	152215	154114	146.381027	26.346537	45.756714
YAR002W_id002	NUP60	chrI	+	152257	153876	81.707031	14.706122	25.540504
YAR002C-A	ERP1	chrI	-	153808	154750	359.093811	64.631859	112.247833
YAR002C-A_id001	ERP1	chrI	-	154065	154724	586.341125	105.533203	183.282242
YAR003W	SWD1	chrI	+	154958	156909	82.269211	14.807306	25.716234
YAR003W_id002	SWD1	chrI	+	155005	156285	28.598635	5.147354	8.939544
YAR007C	RFA1	chrI	-	156681	158698	154.493439	27.806656	48.292545
YAR007C_id001	RFA1	chrI	-	156754	158619	110.278069	19.848509	34.471424
YAR008W	SEN34	chrI	+	158847	159916	45.203625	8.136020	14.130037
YAR008W_id001	SEN34	chrI	+	158966	159793	26.188549	4.713572	8.186184
YAR009C	-	chrI	-	160597	164187	624.952393	112.482689	195.351593
YAR010C	-	chrI	-	164544	165866	1127.809570	202.989929	352.537903
YNCA0004W_tRNA	TGA1	chrI	+	166267	166339	67.082191	12.073855	20.968979
YAR014C	BUD14	chrI	-	166565	169019	212.563660	38.258484	66.444504
YAR014C_id001	BUD14	chrI	-	166742	168871	21.279898	3.830084	6.651806
YAR015W	ADE1	chrI	+	169272	170638	446.326172	80.332466	139.515488
YAR015W_id001	ADE1	chrI	+	169375	170295	171.467178	30.861692	53.598305
YAR018C	KIN3	chrI	-	170177	171715	70.400650	12.671131	22.006283
YAR018C_id001	KIN3	chrI	-	170396	171703	2.094969	0.377065	0.654859
YAR019C_id001	CDC15	chrI	-	172211	175135	65.845184	11.851212	20.582308
YAR019W-A_mRNA	-	chrI	+	174998	175330	6.885353	1.239267	2.152267
YAR020C_mRNA	PAU7	chrI	-	176856	177023	30.071428	5.412436	9.399919
YAR023C	DFP1	chrI	-	179245	180697	49.755356	8.955268	15.552846
YAR023C_id002	DFP1	chrI	-	179281	179820	0.236050	0.042486	0.073786
YNCA0005W_tRNA	SUP56	chrI	+	181141	181254	64.085365	11.534469	20.032211
YNCA0006C_tRNA	-	chrI	-	182522	182603	14.158537	2.548338	4.425766
YAR027W	UIP3	chrI	+	183671	184687	254.282883	45.767357	79.485367
YAR027W_id003	UIP3	chrI	+	183770	184477	0.487736	0.087786	0.152460
YAR028W	KTD1	chrI	+	184832	185977	16.121075	2.901568	5.039228
YAR028W_id002	KTD1	chrI	+	184892	185596	0.897033	0.161453	0.280400
YAR029W	DFP2	chrI	+	185009	186754	81.944748	14.748908	25.614811
