target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	153.775	0	0
YAL068W-A_mRNA	255	99.4813	1	0.307887
YAL068C_mRNA	363	199.821	0	0
YAL067W-A_mRNA	228	77.7393	0	0
YAL067C_id001	1782	1617.67	250	4.7335
YAL066W_id001	309	147.99	10	2.06967
YAL065C_mRNA	387	223.264	58.6887	8.05136
YAL064W-B_id001	381	217.528	43	6.05461
YAL064C-A_mRNA	381	217.528	68.83	9.69161
YAL064W_mRNA	285	125.808	38	9.25138
YAL063C-A_id001	1567	1402.67	377	8.23224
YAL063C-A_id006	291	131.138	0	0
YAL063C_mRNA	3969	3804.67	1211.19	9.75053
YAL062W_id001	1513	1348.67	553.053	12.5601
YAL062W_id003	1374	1209.67	144.947	3.67008
YAL061W_id003	1674	1509.67	732.991	14.8713
YAL061W_id001	1254	1089.67	0.00850859	0.000239163
YAL060W_id014	1327	1162.67	4265.24	112.362
YAL060W_id001	1149	984.672	153.757	4.78272
YAL059W_id002	879	714.672	658.094	28.2042
YAL059C-A_mRNA	423	258.928	0	0
YAL059W_id001	639	474.672	748.906	48.3243
YAL058W_id001	1759	1594.67	1071.62	20.5827
YAL058W_id003	1509	1344.67	344.38	7.8443
YAL056C-A_mRNA	351	188.206	0	0
YAL056W_id006	2807	2642.67	1321.34	15.3145
YAL056W_id001	2643	2478.67	1132.66	13.9963
YAL055W_id003	697	532.672	172.946	9.94448
YAL055W_id001	543	378.672	92.0544	7.44584
YAL054C_id001	2142	1977.67	884	13.6909
YAL053W_id003	2583	2418.67	7999.42	101.301
YAL053W_id001	2352	2187.67	1687.58	23.6274
YAL051W_mRNA	3144	2979.67	1682	17.2898
YAL049C_id001	2392	2227.67	1615.26	22.2087
YAL049C_id002	741	576.672	1265.86	67.2341
YAL048C_mRNA	1989	1824.67	727.308	12.2086
YAL047W-A_id001	855	690.672	52.7524	2.33939
YAL047W-A_id002	330	168	9.34318	1.70341
YAL047C_id001	1956	1791.67	647.234	11.0646
YAL047C_id002	1869	1704.67	41.2424	0.741029
YAL046C_id001	638	473.672	135.67	8.77278
YAL044W-A_id004	986	821.672	370.65	13.8165
YAL046C_id002	357	193.92	213.982	33.7977
YAL045C_mRNA	309	147.99	47.7189	9.87623
YAL044W-A_id001	333	170.829	419.898	75.2862
YAL044C_id002	721	556.672	4812.22	264.776
YAL044C_id001	513	348.672	2083.86	183.056
YAL043C_id001	2570	2405.67	1531.91	19.5043
YAL043C_id002	2358	2193.67	1467.09	20.4841
YAL042C-A_mRNA	378	214.55	162.879	23.2526
YAL042W_id001	1412	1247.67	4305.1	105.685
YAL042W_id005	1248	1083.67	2380.02	67.2691
YAL041W_id003	2691	2526.67	2818.99	34.1726
YAL041W_id001	2565	2400.67	0.00748393	9.54838e-05
YAL040C_id003	2253	2088.67	1631.51	23.9251
YAL040C_id001	1755	1590.67	78.4868	1.51129
YAL039C_id002	1014	849.672	2141	77.1788
YAL039C_id001	810	645.672	0	0
YAL038W_id004	1805	1640.67	47965.2	895.442
YAL038W_id001	1503	1338.67	141699	3242.09
YAL037C-B_mRNA	975	810.672	0	0
YAL037C-A_id001	93	37.6923	0	0
YAL037W_id001	2948	2783.67	380.314	4.18463
YAL037W_id002	804	639.672	76.6059	3.66807
YAL036C_id004	1430	1265.67	2552.23	61.7634
YAL036C_id001	1110	945.672	230.849	7.47688
YAL035W_id001	3195	3030.67	6484.99	65.5395
YAL035W_id002	3009	2844.67	3862.01	41.5828
YAL034C-B_id001	354	191.054	2.88891	0.463138
YAL034W-A_id001	1071	906.672	155.28	5.24564
YAL034W-A_id002	870	705.672	80.7417	3.50451
YAL034C_id002	2038	1873.67	854.661	13.9712
YAL034C_id001	1242	1077.67	9.42863	0.267975
YAL033W_id003	697	532.672	156.517	8.99984
YAL033W_id001	522	357.672	396.904	33.9885
YAL032C_id008	1313	1148.67	720.935	19.2235
YAL032C_id001	1140	975.672	354.644	11.1332
YAL031C_id003	2445	2280.67	956.362	12.8438
YAL031W-A_mRNA	309	147.99	34.609	7.16292
YAL031C_id001	2283	2118.67	173.028	2.50142
YAL030W_id002	750	585.672	548.116	28.6649
YAL030W_id001	354	191.054	702.587	112.636
YAL029C_mRNA	4416	4251.67	7020.3	50.5741
YAL028W_id005	1715	1550.67	276	5.45157
YAL028W_id001	1587	1422.67	0	0
YAL027W_id001	989	824.672	512.647	19.0401
YAL027W_id002	786	621.672	4.5844	0.225868
YAL026C-A_mRNA	438	273.822	348.819	39.018
YAL026C_mRNA	4068	3903.67	5645.51	44.2958
YNCA0001W_ncRNA	564	399.672	514.443	39.4244
YAL025C_id001	1230	1065.67	1307.09	37.5676
YAL025C_id002	921	756.672	674.913	27.3195
YAL024C_mRNA	4308	4143.67	1464	10.8215
YAL023C_id006	2529	2364.67	11597	150.213
YAL023C_id001	2280	2115.67	1.31866e-06	1.90905e-08
YAL022C_id001	1740	1575.67	1745.1	33.9224
YAL022C_id002	1554	1389.67	486.9	10.7315
YAL021C_id002	2868	2703.67	2062.12	23.3611
YAL021C_id001	2514	2349.67	1375.88	17.9352
YAL020C_id001	1157	992.672	960.597	29.6393
YAL020C_id002	1002	837.672	0.0365524	0.00133652
YAL019W-A_mRNA	570	405.672	52.3669	3.95379
YAL019W_id001	3396	3231.67	3951	37.4466
YAL018C_id001	978	813.672	21	0.790501
YAL017W_mRNA	4071	3906.67	3029	23.7479
YAL016C-B_mRNA	186	47.6066	7	4.50364
YAL016C-A_mRNA	315	153.775	99.7118	19.8606
YAL016W_id001	2098	1933.67	5465.47	86.572
YAL016W_id002	1908	1743.67	0.471011	0.00827369
YAL015C_id001	1355	1190.67	801.565	20.6195
YAL015C_id002	1200	1035.67	328.782	9.72339
YAL014C_id001	1042	877.672	957.752	33.4236
YAL014C_id005	768	603.672	506.248	25.6859
YAL013W_id001	1390	1225.67	505.946	12.6434
YAL013W_id002	1218	1053.67	61.0538	1.77476
YAL012W_id002	1415	1250.67	14442	353.685
YAL012W_id001	1185	1020.67	0	0
YAL011W_id001	2042	1877.67	554.41	9.04365
YAL011W_id003	1878	1713.67	306.013	5.46947
YAL010C_id001	1688	1523.67	458.072	9.2082
YAL010C_id004	1482	1317.67	292.63	6.80211
YAL009W_id001	1359	1194.67	331.94	8.51027
YAL009W_id006	780	615.672	493.935	24.5727
YAL008W_id005	904	739.672	698.412	28.9204
YAL008W_id001	597	432.672	435.463	30.8265
YAL007C_id002	1007	842.672	1746.76	63.4902
YAL004W_id001	4492	4327.67	1452.66	10.2811
YAL007C_id001	648	483.672	987.052	62.506
YNCA0002W_tRNA	72	21.2727	0.114303	0.164576
YAL005C_id002	2304	2139.67	249064	3565.31
YAL005C_id001	1929	1764.67	104039	1805.78
YAL004W_id002	648	483.672	0	0
YAL003W_id003	1356	1191.67	7653.86	196.724
YAL003W_id001	621	456.672	16786.1	1125.85
YNCA0003W_snoRNA	102	4.77103	0	0
YAL002W_id001	3825	3660.67	3199	26.7662
YAL001C_mRNA	3483	3318.67	1954	18.034
YAR002W_id001	1900	1735.67	2008.08	35.4362
YAR002W_id002	1620	1455.67	359.862	7.5719
YAR002C-A_id004	943	778.672	1744.6	68.6235
YAR002C-A_id001	660	495.672	2548.46	157.476
YAR003W_id001	1952	1787.67	904.296	15.4937
YAR003W_id002	1281	1116.67	219.13	6.01047
YAR007C_id002	2018	1853.67	2917.28	48.2035
YAR007C_id001	1866	1701.67	56.2897	1.01318
YAR008W_id002	1070	905.672	329.335	11.1378
YAR008W_id001	828	663.672	83.6646	3.86119
YAR009C	3591	3426.67	5016.09	44.8358
YAR010C	1323	1158.67	5961.16	157.581
YNCA0004W_tRNA	73	22.2727	38.8	53.357
YAR014C_id002	2455	2290.67	3023.69	40.4303
YAR014C_id001	2130	1965.67	300.312	4.67945
YAR015W_id003	1367	1202.67	2657.78	67.6869
YAR015W_id001	921	756.672	1766.68	71.5128
YAR018C_id002	1539	1374.67	240.315	5.35445
YAR018C_id001	1308	1143.67	385.219	10.3167
YAR019C_id001	2925	2760.67	1112.28	12.3405
YAR019W-A_mRNA	333	170.829	21.7196	3.89425
YAR020C_mRNA	168	35.6022	8	6.8825
YAR023C_id001	1453	1288.67	441	10.4816
YAR023C_id002	540	375.672	0	0
YNCA0005W_tRNA	82	29.25	84.6	88.5885
YNCA0006C_tRNA	82	29.25	39.9	41.7811
YAR027W_id001	1017	852.672	1466	52.6604
YAR027W_id003	708	543.672	0	0
YAR028W_id001	1146	981.672	316.126	9.86339
YAR028W_id002	705	540.672	33.2515	1.88369
YAR029W_id001	1746	1581.67	559.621	10.837
YAR029W_id003	225	75.4836	8.29267	3.36492
YAR030C_id001	342	179.408	40.7087	6.94991
YAR031W_mRNA	897	732.672	469.553	19.6294
YAR033W_id001	1216	1051.67	547.771	15.9533
YAR033W_id003	705	540.672	3.97004e-07	2.24902e-08
YAR035W_id001	2064	1899.67	239	3.85347
YAR035C-A_mRNA	81	28.25	2	2.16842
YAR042W_id001	3767	3602.67	5140	43.699
YAR042W_id002	3567	3402.67	0	0
YAR047C_mRNA	321	159.347	67	12.8785
YAR050W_mRNA	4614	4449.67	626.429	4.31198
YAR053W_id001	297	136.699	24	5.37747
YAR060C_mRNA	336	173.638	66	11.6421
YAR064W_mRNA	300	139.558	43.125	9.4647
YAR066W_mRNA	612	447.672	88.3333	6.04362
YAR068W_mRNA	486	321.672	78.3514	7.46046
YAR069C_mRNA	294	133.947	17.5	4.00163
YAR070C_mRNA	300	139.558	5.29412	1.16191
YAR071W_mRNA	1404	1239.67	243.262	6.01035
YAR073W_mRNA	1212	1047.67	10.4013	0.304086
YAR075W_mRNA	474	309.736	0	0
YBL113C_mRNA	2379	2214.67	567.249	7.84507
YBL113W-A_mRNA	483	318.704	0	0
YBL112C_mRNA	318	156.618	29.0736	5.68577
YBL111C_mRNA	2004	1839.67	197.09	3.28139
YBL109W_mRNA	336	173.638	0	0
YBL108C-A_mRNA	129	14.6276	0	0
YBL108W_mRNA	306	145.153	3	0.633033
YBL107W-A_mRNA	105	4.72768	17.3946	112.694
YNCB0001W_tRNA	84	31.25	32.2857	31.6441
YBL107C_id002	822	657.672	614.966	28.6401
YBL107C_id001	591	426.672	271.034	19.4563
YBL106C_mRNA	3033	2868.67	1103	11.7768
YBL105C_id002	3859	3694.67	4049	33.5664
YBL105C_id001	3456	3291.67	0	0
YBL104C_id001	3117	2952.67	2289	23.7445
YBL103C_id001	2218	2053.67	969.754	14.4632
YBL103C_id003	1461	1296.67	1.24611	0.0294346
YBL102W_id001	1060	895.672	1191.33	40.7395
YBL102W_id002	648	483.672	251.669	15.9372
YBL101C_id001	3354	3189.67	3127	30.0272
YBL100W-C_id001	120	10.4303	94	276.035
YBL100W-A	1317	1152.67	0	0
YBL100W-B	5313	5148.67	1475.13	8.77544
YNCB0002W_tRNA	73	22.2727	53.0738	72.986
YBL099W_id002	2281	2116.67	7617.39	110.226
YBL100C_mRNA	315	153.775	0	0
YBL099W_id001	1638	1473.67	648.613	13.4809
YBL098W_mRNA	1383	1218.67	815	20.4835
YBL097W_mRNA	2265	2100.67	407	5.93429
YBL096C_id001	309	147.99	39.3063	8.1351
YBL095W_id001	813	648.672	444.617	20.9939
YBL095W_id003	1065	900.672	0	0
YBL094C_mRNA	333	170.829	0	0
YBL093C_id002	1181	1016.67	1707.69	51.447
YBL093C_id001	663	498.672	533.388	32.7612
YBL092W_id001	1234	1069.67	1607.09	46.0173
YBL092W_id002	726	561.672	9014.14	491.557
