target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	156.667	1	0.163747
YAL068W-A_mRNA	255	102.054	0	0
YAL068C_mRNA	363	203.186	0	0
YAL067W-A_mRNA	228	80.2408	0	0
YAL067C_id001	1782	1621.31	332	5.25319
YAL066W_id001	309	150.946	2	0.339905
YAL065C_mRNA	387	226.948	72.0533	8.14474
YAL064W-B_id001	381	221.015	27.001	3.13407
YAL064C-A_mRNA	381	221.015	67.7301	7.86158
YAL064W_mRNA	285	128.829	48	9.55827
YAL063C-A_id001	1567	1406.31	434	7.91698
YAL063C-A_id006	291	134.225	0	0
YAL063C_mRNA	3969	3808.31	1393.87	9.38946
YAL062W_id001	1513	1352.31	505.9	9.59708
YAL062W_id003	1374	1213.31	149.1	3.15252
YAL061W_id003	1674	1513.31	760.961	12.8999
YAL061W_id001	1254	1093.31	0.0387388	0.00090898
YAL060W_id014	1327	1166.31	4239.33	93.247
YAL060W_id001	1149	988.308	1258.67	32.6714
YAL059W_id002	879	718.308	643.485	22.9815
YAL059C-A_mRNA	423	262.704	0	0
YAL059W_id001	639	478.308	773.515	41.4869
YAL058W_id001	1759	1598.31	1265.86	20.3177
YAL058W_id003	1509	1348.31	327.14	6.22436
YAL056C-A_mRNA	351	191.463	0	0
YAL056W_id006	2807	2646.31	1532.92	14.8604
YAL056W_id001	2643	2482.31	1414.08	14.614
YAL055W_id003	697	536.308	97.5358	4.66552
YAL055W_id001	543	382.348	165.464	11.1019
YAL054C_id001	2142	1981.31	1001	12.9608
YAL053W_id003	2583	2422.31	8588.18	90.9541
YAL053W_id001	2352	2191.31	2750.82	32.2039
YAL051W_mRNA	3144	2983.31	1919	16.5016
YAL049C_id001	2392	2231.31	1925.71	22.1402
YAL049C_id002	741	580.308	1640.17	72.5071
YAL048C_mRNA	1989	1828.31	627.078	8.79878
YAL047W-A_id001	855	694.308	110.903	4.09772
YAL047W-A_id002	330	171.186	0	0
YAL047C_id001	1956	1795.31	710.967	10.1592
YAL047C_id002	1869	1708.31	0.170703	0.00256345
YAL046C_id001	638	477.308	138.938	7.46744
YAL044W-A_id004	986	825.308	485.169	15.0809
YAL046C_id002	357	197.365	165.526	21.5152
YAL045C_mRNA	309	150.946	26.8766	4.56775
YAL044W-A_id001	333	174.048	464.961	68.5328
YAL044C_id002	721	560.308	4754.18	217.67
YAL044C_id001	513	352.348	2798.35	203.742
YAL043C_id001	2570	2409.31	1931.99	20.5714
YAL043C_id002	2358	2197.31	1469.01	17.1508
YAL042C-A_mRNA	378	218.037	129.349	15.2189
YAL042W_id001	1412	1251.31	5001.41	102.537
YAL042W_id005	1248	1087.31	2277.24	53.7287
YAL041W_id003	2691	2530.31	3138	31.8148
YAL041W_id001	2565	2404.31	0.000172243	1.83781e-06
YAL040C_id003	2253	2092.31	1474.7	18.0812
YAL040C_id001	1755	1594.31	348.301	5.60444
YAL039C_id002	1014	853.308	1946	58.5042
YAL039C_id001	810	649.308	0	0
YAL038W_id004	1805	1644.31	55743.1	869.678
YAL038W_id001	1503	1342.31	152790	2920.07
YAL037C-B_mRNA	975	814.308	0	0
YAL037C-A_id001	93	10.038	0	0
YAL037W_id001	2948	2787.31	471.62	4.34067
YAL037W_id002	804	643.308	95.1506	3.7944
YAL036C_id004	1430	1269.31	1954.95	39.5112
YAL036C_id001	1110	949.308	459.276	12.4113
YAL035W_id001	3195	3034.31	7438.95	62.893
YAL035W_id002	3009	2848.31	2734.05	24.6246
YAL034C-B_id001	354	194.424	5.37077	0.708657
YAL034W-A_id001	1071	910.308	223.305	6.29303
YAL034W-A_id002	870	709.308	34.7446	1.25661
YAL034C_id002	2038	1877.31	871.58	11.9103
YAL034C_id001	1242	1081.31	0	0
YAL033W_id003	697	536.308	250.32	11.9738
YAL033W_id001	522	361.348	447.342	31.7588
YAL032C_id008	1313	1152.31	828.184	18.4378
YAL032C_id001	1140	979.308	387.154	10.1418
YAL031C_id003	2445	2284.31	1194.29	13.4123
YAL031W-A_mRNA	309	150.946	17.6737	3.00368
YAL031C_id001	2283	2122.31	75.0386	0.90704
YAL030W_id002	750	589.308	615.622	26.7992
YAL030W_id001	354	194.424	822.385	108.511
YAL029C_mRNA	4416	4255.31	7759.99	46.7822
YAL028W_id005	1715	1554.31	305	5.034
YAL028W_id001	1587	1426.31	0	0
YAL027W_id001	989	828.308	505.559	15.6578
YAL027W_id002	786	625.308	0	0
YAL026C-A_mRNA	438	277.65	354.361	32.7415
YAL026C_mRNA	4068	3907.31	6727.64	44.1709
YNCA0001W_ncRNA	564	403.308	521.435	33.1676
YAL025C_id001	1230	1069.31	1083.15	25.9858
YAL025C_id002	921	760.308	426.849	14.4024
YAL024C_mRNA	4308	4147.31	1489	9.21041
YAL023C_id006	2529	2368.31	14309.1	154.998
YAL023C_id001	2280	2119.31	4.88415	0.0591215
YAL022C_id001	1740	1579.31	2182.16	35.4463
YAL022C_id002	1554	1393.31	816.837	15.0397
YAL021C_id002	2868	2707.31	1889	17.8996
YAL021C_id001	2514	2353.31	1726	18.8154
YAL020C_id001	1157	996.308	1082.11	27.863
YAL020C_id002	1002	841.308	0	0
YAL019W-A_mRNA	570	409.308	44.8911	2.81358
YAL019W_id001	3396	3235.31	4012	31.8123
YAL018C_id001	978	817.308	13	0.408045
YAL017W_mRNA	4071	3910.31	3324	21.8072
YAL016C-B_mRNA	186	49.8257	10	5.1487
YAL016C-A_mRNA	315	156.667	105.028	17.198
YAL016W_id001	2098	1937.31	6154.55	81.4982
YAL016W_id002	1908	1747.31	144.625	2.12337
YAL015C_id001	1355	1194.31	946.19	20.3242
YAL015C_id002	1200	1039.31	357.608	8.827
YAL014C_id001	1042	881.308	1035.7	30.1478
YAL014C_id005	768	607.308	768.302	32.4544
YAL013W_id001	1390	1229.31	435.973	9.09808
YAL013W_id002	1218	1057.31	24.0265	0.582961
YAL012W_id002	1415	1254.31	15792	322.986
YAL012W_id001	1185	1024.31	0	0
YAL011W_id001	2042	1881.31	484.446	6.60595
YAL011W_id003	1878	1717.31	317.785	4.74718
YAL010C_id001	1688	1527.31	337.108	5.6623
YAL010C_id004	1482	1321.31	384.955	7.47405
YAL009W_id001	1359	1198.31	402.967	8.62684
YAL009W_id006	780	619.308	534.739	22.1506
YAL008W_id005	904	743.308	732.549	25.2824
YAL008W_id001	597	436.308	445.026	26.1663
YAL007C_id002	1007	846.308	1636.17	49.5964
YAL004W_id001	4492	4331.31	2814.34	16.6689
YAL007C_id001	648	487.308	1161.25	61.1325
YNCA0002W_tRNA	72	7.36111	0.115623	0.402948
YAL005C_id002	2304	2143.31	287428	3440.29
YAL005C_id001	1929	1768.31	147808	2144.32
YAL004W_id002	648	487.308	0	0
YAL003W_id003	1356	1195.31	8746.63	187.72
YAL003W_id001	621	460.308	21211.4	1182.14
YNCA0003W_snoRNA	102	11.7914	0	0
YAL002W_id001	3825	3664.31	3602	25.2175
