target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	160.051	0	0
YAL068W-A_mRNA	255	105.461	0	0
YAL068C_mRNA	363	206.602	0	0
YAL067W-A_mRNA	228	83.0493	1	0.35551
YAL067C_id001	1782	1624.24	62	1.12702
YAL066W_id001	309	154.498	0	0
YAL065C_mRNA	387	230.04	34.6351	4.44529
YAL064W-B_id001	381	224.109	23	3.0301
YAL064C-A_mRNA	381	224.109	39.0584	5.14569
YAL064W_mRNA	285	132.069	18	4.024
YAL063C-A_id001	1567	1409.24	134	2.80742
YAL063C-A_id006	291	137.475	0	0
YAL063C_mRNA	3969	3811.24	636.94	4.93424
YAL062W_id001	1513	1355.24	311.997	6.79709
YAL062W_id003	1374	1216.24	76.0026	1.84501
YAL061W_id003	1674	1516.24	454.872	8.85746
YAL061W_id001	1254	1096.24	183.128	4.93217
YAL060W_id014	1327	1169.24	1070.71	27.0368
YAL060W_id001	1149	991.239	311.293	9.27211
YAL059W_id002	879	721.239	480.826	19.6832
YAL059C-A_mRNA	423	265.695	0	0
YAL059W_id001	639	481.239	795.174	48.7854
YAL058W_id001	1759	1601.24	858.264	15.8253
YAL058W_id003	1509	1351.24	199.736	4.36428
YAL056C-A_mRNA	351	194.802	0	0
YAL056W_id006	2807	2649.24	1276.16	14.2223
YAL056W_id001	2643	2485.24	661.842	7.86275
YAL055W_id003	697	539.239	38.5267	2.10945
YAL055W_id001	543	385.277	98.4733	7.54628
YAL054C_id001	2142	1984.24	419	6.23459
YAL053W_id003	2583	2425.24	2897.69	35.2765
YAL053W_id001	2352	2194.24	620.312	8.34669
YAL051W_mRNA	3144	2986.24	1212	11.983
YAL049C_id001	2392	2234.24	1102.07	14.5635
YAL049C_id002	741	583.239	889.31	45.0189
YAL048C_mRNA	1989	1831.24	432.249	6.9691
YAL047W-A_id001	855	697.239	37.7178	1.59718
YAL047W-A_id002	330	174.414	0	0
YAL047C_id001	1956	1798.24	469.297	7.70528
YAL047C_id002	1869	1711.24	0.359285	0.00619892
YAL046C_id001	638	480.239	68.6332	4.21954
YAL044W-A_id004	986	828.239	323.456	11.5305
YAL046C_id002	357	200.703	161.935	23.8219
YAL045C_mRNA	309	154.498	8.95956	1.71218
YAL044W-A_id001	333	177.361	368.364	61.3208
YAL044C_id002	721	563.239	1683.97	88.2735
YAL044C_id001	513	355.315	900.68	74.842
YAL043C_id001	2570	2412.24	1342.66	16.4337
YAL043C_id002	2358	2200.24	901.339	12.095
YAL042C-A_mRNA	378	221.176	123.206	16.4468
YAL042W_id001	1412	1254.24	3855.71	90.7637
YAL042W_id005	1248	1090.24	3114.08	84.3328
YAL041W_id003	2691	2533.24	2447.45	28.525
YAL041W_id001	2565	2407.24	2.55396	0.0313244
YAL040C_id003	2253	2095.24	1388.41	19.5647
YAL040C_id001	1755	1597.24	73.5888	1.36029
YAL039C_id002	1014	856.239	765	26.3788
YAL039C_id001	810	652.239	0	0
YAL038W_id004	1805	1647.24	56393.4	1010.79
YAL038W_id001	1503	1345.24	212011	4653.14
YAL037C-B_mRNA	975	817.239	0	0
YAL037C-A_id001	93	9.57774	0	0
YAL037W_id001	2948	2790.24	140.83	1.49019
YAL037W_id002	804	646.239	75.3827	3.44403
YAL036C_id004	1430	1272.24	2468.34	57.2827
YAL036C_id001	1110	952.239	765.45	23.7333
YAL035W_id001	3195	3037.24	8376.9	81.4315
YAL035W_id002	3009	2851.24	4973.1	51.4969
YAL034C-B_id001	354	197.743	1.08602	0.162152
YAL034W-A_id001	1071	913.239	146.631	4.74055
YAL034W-A_id002	870	712.239	78.6221	3.25917
YAL034C_id002	2038	1880.24	588.661	9.24358
YAL034C_id001	1242	1084.24	0	0
YAL033W_id003	697	539.239	175.796	9.62532
YAL033W_id001	522	364.315	394.231	31.9493
YAL032C_id008	1313	1155.24	373.773	9.55266
YAL032C_id001	1140	982.239	293.2	8.81324
YAL031C_id003	2445	2287.24	766.315	9.892
YAL031W-A_mRNA	309	154.498	41.9747	8.02142
YAL031C_id001	2283	2125.24	140.71	1.95481
