target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	151.694	1	0.185755
YAL068W-A_mRNA	255	97.1958	0	0
YAL068C_mRNA	363	198.137	0	0
YAL067W-A_mRNA	228	75.5449	0	0
YAL067C_id001	1782	1616.24	324	5.64868
YAL066W_id001	309	145.994	2	0.386012
YAL065C_mRNA	387	221.864	65.5866	8.32982
YAL064W-B_id001	381	215.951	24.9898	3.26072
YAL064C-A_mRNA	381	215.951	62.3115	8.13055
YAL064W_mRNA	285	123.977	43	9.77313
YAL063C-A_id001	1567	1401.24	415	8.34533
YAL063C-A_id006	291	129.355	0	0
YAL063C_mRNA	3969	3803.24	1338.54	9.91711
YAL062W_id001	1513	1347.24	484.617	10.1359
YAL062W_id003	1374	1208.24	141.383	3.29725
YAL061W_id003	1674	1508.24	723.988	13.526
YAL061W_id001	1254	1088.24	0.011549	0.00029904
YAL060W_id014	1327	1161.24	4031.7	97.8307
YAL060W_id001	1149	983.235	1175.3	33.6819
YAL059W_id002	879	713.235	630.025	24.8904
YAL059C-A_mRNA	423	257.624	0	0
YAL059W_id001	639	473.235	714.975	42.5717
YAL058W_id001	1759	1593.24	1236.35	21.8659
YAL058W_id003	1509	1343.24	281.649	5.90831
YAL056C-A_mRNA	351	186.408	0	0
YAL056W_id006	2807	2641.24	1513.88	16.1507
YAL056W_id001	2643	2477.24	1268.12	14.4245
YAL055W_id003	697	531.235	89.7119	4.7585
YAL055W_id001	543	377.275	151.288	11.2994
YAL054C_id001	2142	1976.24	949	13.5311
YAL053W_id003	2583	2417.24	8235.34	95.9996
YAL053W_id001	2352	2186.24	2556.66	32.952
YAL051W_mRNA	3144	2978.24	1834	17.3519
YAL049C_id001	2392	2226.24	1860.18	23.5446
YAL049C_id002	741	575.235	1536.35	75.2577
YAL048C_mRNA	1989	1823.24	586.695	9.06726
YAL047W-A_id001	855	689.235	100.049	4.09026
YAL047W-A_id002	330	166.164	0	0
YAL047C_id001	1956	1790.24	684.517	10.7741
YAL047C_id002	1869	1703.24	0.207688	0.00343591
YAL046C_id001	638	472.235	131.936	7.87246
YAL044W-A_id004	986	820.235	470.4	16.1598
YAL046C_id002	357	192.313	155.98	22.8543
YAL045C_mRNA	309	145.994	27.4755	5.30292
YAL044W-A_id001	333	169.012	432.283	72.0704
YAL044C_id002	721	555.235	4485.24	227.622
YAL044C_id001	513	347.275	2625.69	213.047
YAL043C_id001	2570	2404.24	1803.18	21.1333
YAL043C_id002	2358	2192.24	1442.82	18.5452
YAL042C-A_mRNA	378	212.972	124.613	16.4872
YAL042W_id001	1412	1246.24	4706.46	106.415
YAL042W_id005	1248	1082.24	2178.93	56.7319
YAL041W_id003	2691	2525.24	2980	33.2522
YAL041W_id001	2565	2399.24	6.43677e-06	7.55966e-08
YAL040C_id003	2253	2087.24	1387.3	18.7286
YAL040C_id001	1755	1589.24	354.701	6.28899
YAL039C_id002	1014	848.235	1817	60.3594
YAL039C_id001	810	644.235	0	0
YAL038W_id004	1805	1639.24	53812.5	925.014
YAL038W_id001	1503	1337.24	144783	3050.83
YAL037C-B_mRNA	975	809.235	0	0
YAL037C-A_id001	93	37.6364	0	0
YAL037W_id001	2948	2782.24	436.422	4.41997
YAL037W_id002	804	638.235	90.8863	4.01259
YAL036C_id004	1430	1264.24	1911.38	42.6017
YAL036C_id001	1110	944.235	396.307	11.8266
YAL035W_id001	3195	3029.24	7100.79	66.0511
YAL035W_id002	3009	2843.24	2548.21	25.2539
YAL034C-B_id001	354	189.37	5.37071	0.799147
YAL034W-A_id001	1071	905.235	212.697	6.62074
YAL034W-A_id002	870	704.235	29.3446	1.17413
YAL034C_id002	2038	1872.24	836.588	12.5909
YAL034C_id001	1242	1076.24	0	0
YAL033W_id003	697	531.235	223.12	11.8347
YAL033W_id001	522	356.275	448.364	35.4611
YAL032C_id008	1313	1147.24	805.824	19.7922
YAL032C_id001	1140	974.235	346.692	10.0274
YAL031C_id003	2445	2279.24	1131.11	13.9837
YAL031W-A_mRNA	309	145.994	19.2928	3.72363
YAL031C_id001	2283	2117.24	70.5991	0.939586
YAL030W_id002	750	584.235	580.383	27.9919
YAL030W_id001	354	189.37	758.531	112.867
YAL029C_mRNA	4416	4250.24	7372.09	48.8747
YAL028W_id005	1715	1549.24	292	5.31095
YAL028W_id001	1587	1421.24	0	0
YAL027W_id001	989	823.235	481.911	16.4949
YAL027W_id002	786	620.235	0	0
