target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	159.189	0	0
YAL068W-A_mRNA	255	105.096	0	0
YAL068C_mRNA	363	204.932	0	0
YAL067W-A_mRNA	228	83.1245	0	0
YAL067C_id001	1782	1622.25	60	0.787859
YAL066W_id001	309	153.728	1	0.138567
YAL065C_mRNA	387	228.221	50.8864	4.74964
YAL064W-B_id001	381	222.312	24	2.29966
YAL064C-A_mRNA	381	222.312	43.5912	4.17688
YAL064W_mRNA	285	131.812	16	2.58571
YAL063C-A_id001	1567	1407.25	166	2.51276
YAL063C-A_id006	291	137.242	0	0
YAL063C_mRNA	3969	3809.25	658.42	3.68196
YAL062W_id001	1513	1353.25	389.423	6.12998
YAL062W_id003	1374	1214.25	35.5766	0.624125
YAL061W_id003	1674	1514.25	620.122	8.72357
YAL061W_id001	1254	1094.25	48.8783	0.951512
YAL060W_id014	1327	1167.25	1160.69	21.1821
YAL060W_id001	1149	989.251	315.307	6.78957
YAL059W_id002	879	719.251	602.372	17.8402
YAL059C-A_mRNA	423	263.732	0	0
YAL059W_id001	639	479.251	695.628	30.9193
YAL058W_id001	1759	1599.25	927.565	12.355
YAL058W_id003	1509	1349.25	199.435	3.14864
YAL056C-A_mRNA	351	193.494	0	0
YAL056W_id006	2807	2647.25	1307.48	10.521
YAL056W_id001	2643	2483.25	784.516	6.72971
YAL055W_id003	697	537.251	31.4142	1.24556
YAL055W_id001	543	383.331	119.586	6.64539
YAL054C_id001	2142	1982.25	448	4.81432
YAL053W_id003	2583	2423.25	2905.8	25.5437
YAL053W_id001	2352	2192.25	865.197	8.40698
YAL051W_mRNA	3144	2984.25	1375	9.81483
YAL049C_id001	2392	2232.25	1053.42	10.0525
YAL049C_id002	741	581.251	965.702	35.3912
YAL048C_mRNA	1989	1829.25	450.233	5.24299
YAL047W-A_id001	855	695.251	37.802	1.15821
YAL047W-A_id002	330	173.455	0	0
YAL047C_id001	1956	1796.25	522.636	6.19794
YAL047C_id002	1869	1709.25	0.206793	0.00257718
YAL046C_id001	638	478.251	110.174	4.90724
YAL044W-A_id004	986	826.251	413.397	10.6579
YAL046C_id002	357	199.236	197.419	21.1074
YAL045C_mRNA	309	153.728	0.000209638	2.90491e-05
YAL044W-A_id001	333	176.367	274.162	33.1135
YAL044C_id002	721	561.251	1703.18	64.6428
YAL044C_id001	513	353.367	985.664	59.418
YAL043C_id001	2570	2410.25	1432.51	12.6605
YAL043C_id002	2358	2198.25	1039.49	10.073
YAL042C-A_mRNA	378	219.4	118.977	11.5516
YAL042W_id001	1412	1252.25	4579.54	77.9015
YAL042W_id005	1248	1088.25	2687.48	52.6056
YAL041W_id003	2691	2531.25	2535.83	21.3403
YAL041W_id001	2565	2405.25	0.168566	0.00149288
YAL040C_id003	2253	2093.25	1643.5	16.7249
YAL040C_id001	1755	1595.25	241.504	3.22486
YAL039C_id002	1014	854.251	851	21.2207
YAL039C_id001	810	650.251	0	0
YAL038W_id004	1805	1645.25	89382.9	1157.28
YAL038W_id001	1503	1343.25	206813	3279.72
YAL037C-B_mRNA	975	815.251	0	0
YAL037C-A_id001	93	9.56951	0	0
YAL037W_id001	2948	2788.25	162.748	1.24336
YAL037W_id002	804	644.251	61.3956	2.03001
YAL036C_id004	1430	1270.25	3022.09	50.6796
YAL036C_id001	1110	950.251	728.764	16.3367
YAL035W_id001	3195	3035.25	11635.1	81.6567
YAL035W_id002	3009	2849.25	4574.87	34.2029
YAL034C-B_id001	354	196.416	3.27271	0.354933
YAL034W-A_id001	1071	911.251	151.846	3.5496
YAL034W-A_id002	870	710.251	68.6478	2.05887
YAL034C_id002	2038	1878.25	750.234	8.5086
YAL034C_id001	1242	1082.25	0	0
YAL033W_id003	697	537.251	268.648	10.6518
YAL033W_id001	522	362.331	463.819	27.2683
YAL032C_id008	1313	1153.25	376.861	6.96101
YAL032C_id001	1140	980.251	282.672	6.14273
YAL031C_id003	2445	2285.25	609.846	5.68462
YAL031W-A_mRNA	309	153.728	40.4154	5.60025
YAL031C_id001	2283	2123.25	321.739	3.22788
YAL030W_id002	750	590.251	377.446	13.6218
YAL030W_id001	354	196.416	370.766	40.2105
YAL029C_mRNA	4416	4256.25	6323.79	31.6494
YAL028W_id005	1715	1555.25	234	3.20502
YAL028W_id001	1587	1427.25	2.89716e-07	4.32401e-09
YAL027W_id001	989	829.251	306.959	7.88513
YAL027W_id002	786	626.251	0	0
YAL026C-A_mRNA	438	278.545	280.243	21.4316
YAL026C_mRNA	4068	3908.25	6194.67	33.7638
YNCA0001W_ncRNA	564	404.292	586.124	30.8823
YAL025C_id001	1230	1070.25	1267.68	25.2312
YAL025C_id002	921	761.251	283.324	7.92814
YAL024C_mRNA	4308	4148.25	1616	8.29835
YAL023C_id006	2529	2369.25	15352	138.029
YAL023C_id001	2280	2120.25	4.70105e-05	4.72305e-07
YAL022C_id001	1740	1580.25	1563.26	21.0727
YAL022C_id002	1554	1394.25	429.741	6.5657
YAL021C_id002	2868	2708.25	1820.8	14.3215
YAL021C_id001	2514	2354.25	2521.2	22.8123
YAL020C_id001	1157	997.251	681.312	14.5531
YAL020C_id002	1002	842.251	0	0
YAL019W-A_mRNA	570	410.292	18.6879	0.970246
YAL019W_id001	3396	3236.25	4124	27.1451
YAL018C_id001	978	818.251	2	0.0520665
YAL017W_mRNA	4071	3911.25	2703	14.7213
YAL016C-B_mRNA	186	52.0302	9	3.6847
YAL016C-A_mRNA	315	159.189	27.2724	3.64944
YAL016W_id001	2098	1938.25	5317.24	58.4375
YAL016W_id002	1908	1748.25	5.48531	0.0668364
YAL015C_id001	1355	1195.25	493.523	8.79556
YAL015C_id002	1200	1040.25	59.4771	1.21794
YAL014C_id001	1042	882.251	576.361	13.9161
YAL014C_id005	768	608.251	286.639	10.0385
YAL013W_id001	1390	1230.25	314.715	5.44928
YAL013W_id002	1218	1058.25	104.285	2.09917
YAL012W_id002	1415	1255.25	14102	239.313
YAL012W_id001	1185	1025.25	0	0
YAL011W_id001	2042	1882.25	400.914	4.53722
YAL011W_id003	1878	1718.25	94.0171	1.16556
YAL010C_id001	1688	1528.25	472.824	6.59052
YAL010C_id004	1482	1322.25	127.315	2.05108
YAL009W_id001	1359	1199.25	281.544	5.00093
YAL009W_id006	780	620.251	335.386	11.5184
YAL008W_id005	904	744.251	300.625	8.6044
YAL008W_id001	597	437.251	200.936	9.78907
YAL007C_id002	1007	847.251	1909.6	48.0115
YAL004W_id001	4492	4332.25	551.857	2.71349
YAL007C_id001	648	488.251	1429.35	62.3606
YNCA0002W_tRNA	72	6.02941	0	0
YAL005C_id002	2304	2144.25	26309.8	261.371
YAL005C_id001	1929	1769.25	14013.2	168.719
YAL004W_id002	648	488.251	0	0
YAL003W_id003	1356	1196.25	10088.2	179.642
YAL003W_id001	621	461.251	23343.8	1078.08
YNCA0003W_snoRNA	102	11.5543	0	0
YAL002W_id001	3825	3665.25	2087	12.1292
YAL001C_mRNA	3483	3323.25	1790	11.4737
YAR002W_id001	1900	1740.25	1740.83	21.3089
YAR002W_id002	1620	1460.25	416.259	6.07228
YAR002C-A_id004	943	783.251	2399.31	65.253
YAR002C-A_id001	660	500.251	2627.6	111.889
YAR003W_id001	1952	1792.25	903.776	10.7418
YAR003W_id002	1281	1121.25	228.588	4.34276
YAR007C_id002	2018	1858.25	2398.79	27.4981
YAR007C_id001	1866	1706.25	1.84824	0.0230745
YAR008W_id002	1070	910.251	481.455	11.267
YAR008W_id001	828	668.251	26.5451	0.846174
YAR009C	3591	3431.25	9771.53	60.6632
YAR010C	1323	1163.25	10319.1	188.966
YNCA0004W_tRNA	73	6	2.8	9.94081
YAR014C_id002	2455	2295.25	2921.49	27.1138
YAR014C_id001	2130	1970.25	56.5074	0.610941
YAR015W_id003	1367	1207.25	2597.68	45.8356
YAR015W_id001	921	761.251	1563.34	43.7462
YAR018C_id002	1539	1379.25	264.906	4.09132
YAR018C_id001	1308	1148.25	334.077	6.19763
YAR019C_id001	2925	2765.25	848.288	6.53468
YAR019W-A_mRNA	333	176.367	11.7118	1.41456
YAR020C_mRNA	168	40.2615	7	3.70359
YAR023C_id001	1453	1293.25	167.16	2.75337
YAR023C_id002	540	380.331	26.84	1.50326
YNCA0005W_tRNA	82	7.47619	6.3	17.9505
YNCA0006C_tRNA	82	7.47619	6.9	19.66
YAR027W_id001	1017	857.251	944.606	23.4724
YAR027W_id003	708	548.251	4.8391e-07	1.88019e-08
YAR028W_id001	1146	986.251	434.877	9.39279
YAR028W_id002	705	545.251	45.3714	1.77256
YAR029W_id001	1746	1586.25	437.203	5.87119
YAR029W_id003	225	80.8178	8.72498	2.29971
YAR030C_id001	342	184.857	18.8236	2.16912
YAR031W_mRNA	897	737.251	386.098	11.1557
YAR033W_id001	1216	1056.25	607.36	12.2488
YAR033W_id003	705	545.251	6.50283e-06	2.54051e-07
YAR035W_id001	2064	1904.25	173	1.93525
YAR035C-A_mRNA	81	6.89855	0	0
YAR042W_id001	3767	3607.25	3848	22.7234
YAR042W_id002	3567	3407.25	0	0
YAR047C_mRNA	321	164.761	47	6.07659
YAR050W_mRNA	4614	4454.25	576.368	2.75639
YAR053W_id001	297	142.652	15	2.2399
YAR060C_mRNA	336	179.152	55	6.53969
YAR064W_mRNA	300	145.356	54.2258	7.9467
YAR066W_mRNA	612	452.251	98.2039	4.62556
YAR068W_mRNA	486	326.367	79.0947	5.16246
YAR069C_mRNA	294	139.972	7.5	1.14139
YAR070C_mRNA	300	145.356	7.5	1.09911
YAR071W_mRNA	1404	1244.25	218.203	3.73566
YAR073W_mRNA	1212	1052.25	2.08734	0.0422561
YAR075W_mRNA	474	314.399	1.02349	0.0693452
YBL113C_mRNA	2379	2219.25	543.399	5.21588
YBL113W-A_mRNA	483	323.367	0	0
YBL112C_mRNA	318	162.026	29.0047	3.81329
YBL111C_mRNA	2004	1844.25	208.049	2.40304
YBL109W_mRNA	336	179.152	1.04593	0.124365
YBL108C-A_mRNA	129	20.227	0	0
