target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	164.302	0	0
YAL068W-A_mRNA	255	109.043	0	0
YAL068C_mRNA	363	210.537	0	0
YAL067W-A_mRNA	228	86.8169	0	0
YAL067C_id001	1782	1628.44	165	3.30583
YAL066W_id001	309	158.513	1	0.205827
YAL065C_mRNA	387	233.943	44.1403	6.15594
YAL064W-B_id001	381	228.058	39.8302	5.69816
YAL064C-A_mRNA	381	228.058	56.8858	8.13818
YAL064W_mRNA	285	135.98	22	5.27856
YAL063C-A_id001	1567	1413.44	249	5.74764
YAL063C-A_id006	291	141.512	0	0
YAL063C_mRNA	3969	3815.44	939.036	8.02982
YAL062W_id001	1513	1359.44	352.085	8.44998
YAL062W_id003	1374	1220.44	287.915	7.69688
YAL061W_id003	1674	1520.44	466.993	10.0209
YAL061W_id001	1254	1100.44	119.007	3.52838
YAL060W_id014	1327	1173.44	3025.9	84.1319
YAL060W_id001	1149	995.441	1039.1	34.0574
YAL059W_id002	879	725.441	465.491	20.9352
YAL059C-A_mRNA	423	269.594	0	0
YAL059W_id001	639	485.441	678.509	45.6023
YAL058W_id001	1759	1605.44	1040.33	21.1419
YAL058W_id003	1509	1355.44	476.674	11.4739
YAL056C-A_mRNA	351	198.764	0	0
YAL056W_id006	2807	2653.44	889.873	10.9418
YAL056W_id001	2643	2489.44	1043.13	13.6711
YAL055W_id003	697	543.441	56.4614	3.38975
YAL055W_id001	543	389.441	142.539	11.9415
YAL054C_id001	2142	1988.44	674	11.059
YAL053W_id003	2583	2429.44	4921.98	66.1001
YAL053W_id001	2352	2198.44	1385.02	20.5546
YAL051W_mRNA	3144	2990.44	1600	17.4563
YAL049C_id001	2392	2238.44	1496.96	21.8188
YAL049C_id002	741	587.441	1380.15	76.6531
YAL048C_mRNA	1989	1835.44	603.902	10.7348
YAL047W-A_id001	855	701.441	38.4557	1.7887
YAL047W-A_id002	330	178.528	0	0
YAL047C_id001	1956	1802.44	539.004	9.7566
YAL047C_id002	1869	1715.44	6.5332	0.124256
YAL046C_id001	638	484.441	109.814	7.39577
YAL044W-A_id004	986	832.441	422.138	16.5451
YAL046C_id002	357	204.663	220.821	35.2022
YAL045C_mRNA	309	158.513	9.10113	1.87326
YAL044W-A_id001	333	181.455	438.746	78.8882
YAL044C_id002	721	567.441	3242	186.406
YAL044C_id001	513	359.441	1891.38	171.68
YAL043C_id001	2570	2416.44	1914.92	25.8548
YAL043C_id002	2358	2204.44	752.085	11.1311
YAL042C-A_mRNA	378	225.126	179.853	26.0652
YAL042W_id001	1412	1258.44	3841.69	99.5997
YAL042W_id005	1248	1094.44	2766.45	82.4706
YAL041W_id003	2691	2537.44	2174.95	27.9654
YAL041W_id001	2565	2411.44	567.054	7.67213
YAL040C_id003	2253	2099.44	1121.35	17.4263
YAL040C_id001	1755	1601.44	21.6521	0.441121
YAL039C_id002	1014	860.441	1218	46.1843
YAL039C_id001	810	656.441	3.92972e-06	1.95314e-07
YAL038W_id004	1805	1651.44	50664.2	1000.94
YAL038W_id001	1503	1349.44	161390	3902.03
YAL037C-B_mRNA	975	821.441	0	0
YAL037C-A_id001	93	10.1582	0	0
YAL037W_id001	2948	2794.44	248.02	2.89574
YAL037W_id002	804	650.441	66.2703	3.32414
YAL036C_id004	1430	1276.44	1968.9	50.3259
YAL036C_id001	1110	956.441	591.806	20.1878
YAL035W_id001	3195	3041.44	6818.71	73.1461
YAL035W_id002	3009	2855.44	2597.29	29.6766
YAL034C-B_id001	354	201.764	1.39068	0.22488
YAL034W-A_id001	1071	917.441	139.349	4.95559
YAL034W-A_id002	870	716.441	52.1803	2.37626
YAL034C_id002	2038	1884.44	757.08	13.1077
YAL034C_id001	1242	1088.44	0	0
YAL033W_id003	697	543.441	227.428	13.654
YAL033W_id001	522	368.441	305.809	27.0801
YAL032C_id008	1313	1159.44	387.126	10.8936
YAL032C_id001	1140	986.441	399.637	13.2179
YAL031C_id003	2445	2291.44	993.653	14.148
YAL031W-A_mRNA	309	158.513	42.2612	8.69849
YAL031C_id001	2283	2129.44	0.0855134	0.0013102
YAL030W_id002	750	596.441	522.11	28.5603
YAL030W_id001	354	201.764	667.484	107.935
YAL029C_mRNA	4416	4262.44	6455.41	49.4121
YAL028W_id005	1715	1561.44	207.379	4.33318
YAL028W_id001	1587	1433.44	28.6214	0.651446
YAL027W_id001	989	835.441	261.14	10.1983
YAL027W_id002	786	632.441	56.313	2.90507
YAL026C-A_mRNA	438	284.567	237.366	27.2146
YAL026C_mRNA	4068	3914.44	5185.17	43.2176
YNCA0001W_ncRNA	564	410.441	507.015	40.3031
YAL025C_id001	1230	1076.44	1100.83	33.3654
YAL025C_id002	921	767.441	284.174	12.0811
YAL024C_mRNA	4308	4154.44	1447	11.3638
YAL023C_id006	2529	2375.44	12412.5	170.483
YAL023C_id001	2280	2126.44	2.52844	0.0387943
YAL022C_id001	1740	1586.44	1944.67	39.9935
YAL022C_id002	1554	1400.44	336.331	7.83555
YAL021C_id002	2868	2714.44	1748.28	21.0136
YAL021C_id001	2514	2360.44	1937.72	26.7834
