target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	153.593	0	0
YAL068W-A_mRNA	255	99.8324	0	0
YAL068C_mRNA	363	199.25	0	0
YAL067W-A_mRNA	228	77.9236	0	0
YAL067C_id001	1782	1616.54	59	0.848683
YAL066W_id001	309	148.16	1	0.156946
YAL065C_mRNA	387	222.518	48.2953	5.04686
YAL064W-B_id001	381	216.605	23	2.4691
YAL064C-A_mRNA	381	216.605	42.3119	4.54228
YAL064W_mRNA	285	126.403	16	2.94336
YAL063C-A_id001	1567	1401.54	158	2.62139
YAL063C-A_id006	291	131.749	0	0
YAL063C_mRNA	3969	3803.54	616.95	3.77175
YAL062W_id001	1513	1347.54	368.385	6.35682
YAL062W_id003	1374	1208.54	26.6154	0.512096
YAL061W_id003	1674	1508.54	596.234	9.19052
YAL061W_id001	1254	1088.54	39.766	0.849469
YAL060W_id014	1327	1161.54	1083.24	21.6855
YAL060W_id001	1149	983.544	298.763	7.06339
YAL059W_id002	879	713.544	570.835	18.6025
YAL059C-A_mRNA	423	258.016	0	0
YAL059W_id001	639	473.544	660.165	32.417
YAL058W_id001	1759	1593.54	911.507	13.3008
YAL058W_id003	1509	1343.54	154.493	2.67386
YAL056C-A_mRNA	351	187.836	0	0
YAL056W_id006	2807	2641.54	1272.45	11.2012
YAL056W_id001	2643	2477.54	688.549	6.46241
YAL055W_id003	697	531.544	31.0803	1.35965
YAL055W_id001	543	377.623	108.92	6.707
YAL054C_id001	2142	1976.54	422	4.96463
YAL053W_id003	2583	2417.54	2794.3	26.877
YAL053W_id001	2352	2186.54	765.696	8.1429
YAL051W_mRNA	3144	2978.54	1300	10.1489
YAL049C_id001	2392	2226.54	987.902	10.3172
YAL049C_id002	741	575.544	910.635	36.7915
YAL048C_mRNA	1989	1823.54	424.58	5.41408
YAL047W-A_id001	855	689.544	30.0197	1.01234
YAL047W-A_id002	330	167.785	0	0
YAL047C_id001	1956	1790.54	489.803	6.36088
YAL047C_id002	1869	1703.54	0.0599717	0.000818604
YAL046C_id001	638	472.544	106.058	5.21893
