target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	155.316	0	0
YAL068W-A_mRNA	255	100.546	0	0
YAL068C_mRNA	363	201.391	0	0
YAL067W-A_mRNA	228	78.5155	0	0
YAL067C_id001	1782	1619.23	152	3.49976
YAL066W_id001	309	149.577	1	0.249251
YAL065C_mRNA	387	224.78	39.5689	6.56295
YAL064W-B_id001	381	218.89	32	5.45036
YAL064C-A_mRNA	381	218.89	50.2184	8.55338
YAL064W_mRNA	285	127.169	18	5.27708
YAL063C-A_id001	1567	1404.23	227	6.02686
YAL063C-A_id006	291	132.676	0	0
YAL063C_mRNA	3969	3806.23	859.967	8.42344
YAL062W_id001	1513	1350.23	291.416	8.04653
YAL062W_id003	1374	1211.23	288.584	8.88281
YAL061W_id003	1674	1511.23	424.582	10.4745
YAL061W_id001	1254	1091.23	101.418	3.46498
YAL060W_id014	1327	1164.23	2799.37	89.645
YAL060W_id001	1149	986.225	871.627	32.9501
YAL059W_id002	879	716.225	438.688	22.8354
YAL059C-A_mRNA	423	260.374	0	0
YAL059W_id001	639	476.225	600.312	46.9966
YAL058W_id001	1759	1596.23	970.505	22.6676
YAL058W_id003	1509	1346.23	374.495	10.3712
YAL056C-A_mRNA	351	189.667	0	0
YAL056W_id006	2807	2644.23	806.166	11.3665
YAL056W_id001	2643	2480.23	953.834	14.3378
YAL055W_id003	697	534.225	55.5039	3.87348
YAL055W_id001	543	380.225	123.496	12.1092
YAL054C_id001	2142	1979.23	616	11.6035
YAL053W_id003	2583	2420.23	4473.75	68.9157
YAL053W_id001	2352	2189.23	1276.25	21.7344
YAL051W_mRNA	3144	2981.23	1438	17.9832
YAL049C_id001	2392	2229.23	1386.79	23.1931
YAL049C_id002	741	578.225	1219.29	78.6161
YAL048C_mRNA	1989	1826.23	559.527	11.4227
YAL047W-A_id001	855	692.225	33.694	1.81471
YAL047W-A_id002	330	169.499	0	0
YAL047C_id001	1956	1793.23	493.602	10.2623
YAL047C_id002	1869	1706.23	0.0970476	0.00212056
YAL046C_id001	638	475.225	93.8612	7.36357
YAL044W-A_id004	986	823.225	376.16	17.0355
YAL046C_id002	357	195.55	203.024	38.7071
YAL045C_mRNA	309	149.577	20.3743	5.07831
YAL044W-A_id001	333	172.396	379.579	82.0875
YAL044C_id002	721	558.225	2879.7	192.327
YAL044C_id001	513	350.225	1663.31	177.062
YAL043C_id001	2570	2407.23	1669.16	25.8514
YAL043C_id002	2358	2195.23	724.839	12.3102
YAL042C-A_mRNA	378	215.956	187.295	32.3344
YAL042W_id001	1412	1249.23	3314.64	98.9232
YAL042W_id005	1248	1085.23	2570.06	88.2929
YAL041W_id003	2691	2528.23	2006.52	29.589
YAL041W_id001	2565	2402.23	474.48	7.36387
YAL040C_id003	2253	2090.23	1003.13	17.8922
YAL040C_id001	1755	1592.23	22.8743	0.535607
YAL039C_id002	1014	851.225	1073	46.9956
YAL039C_id001	810	647.225	9.21376e-06	5.30742e-07
YAL038W_id004	1805	1642.23	47265.6	1073.04
YAL038W_id001	1503	1340.23	145908	4058.86
YAL037C-B_mRNA	975	812.225	0	0
YAL037C-A_id001	93	39.9	0	0
YAL037W_id001	2948	2785.23	209.66	2.80645
YAL037W_id002	804	641.225	63.7312	3.70547
YAL036C_id004	1430	1267.23	1900.49	55.9131
YAL036C_id001	1110	947.225	436.12	17.1654
YAL035W_id001	3195	3032.23	5999.24	73.7627
YAL035W_id002	3009	2846.23	2475.76	32.4296
YAL034C-B_id001	354	192.647	1.3676	0.264666
YAL034W-A_id001	1071	908.225	133.867	5.49518
YAL034W-A_id002	870	707.225	31.7593	1.67423
YAL034C_id002	2038	1875.23	694.006	13.7979
YAL034C_id001	1242	1079.23	0	0
YAL033W_id003	697	534.225	203.121	14.1753
YAL033W_id001	522	359.225	290.417	30.1409
YAL032C_id008	1313	1150.23	342.156	11.0903
YAL032C_id001	1140	977.225	343.306	13.0975
YAL031C_id003	2445	2282.23	887.132	14.4921
YAL031W-A_mRNA	309	149.577	39.8572	9.93447
YAL031C_id001	2283	2120.23	0.0110687	0.000194633
YAL030W_id002	750	587.225	457.393	29.0394
YAL030W_id001	354	192.647	582.864	112.799
YAL029C_mRNA	4416	4253.23	5842.74	51.2154
YAL028W_id005	1715	1552.23	203.945	4.89847
YAL028W_id001	1587	1424.23	2.05513	0.0537977
YAL027W_id001	989	826.225	235.222	10.6141
YAL027W_id002	786	623.225	42.571	2.54666
YAL026C-A_mRNA	438	275.348	218.147	29.5372
YAL026C_mRNA	4068	3905.23	4699.71	44.867
YNCA0001W_ncRNA	564	401.225	452.353	42.0331
YAL025C_id001	1230	1067.23	1005.06	35.1105
YAL025C_id002	921	758.225	242.943	11.9456
YAL024C_mRNA	4308	4145.23	1289	11.5933
YAL023C_id006	2529	2366.23	11301.4	178.065
YAL023C_id001	2280	2117.23	4.61925	0.0813405
YAL022C_id001	1740	1577.23	1823.14	43.0951
YAL022C_id002	1554	1391.23	262.863	7.04425
YAL021C_id002	2868	2705.23	1612.44	22.2219
YAL021C_id001	2514	2351.23	1706.56	27.0602
YAL020C_id001	1157	994.225	753.589	28.2587
YAL020C_id002	1002	839.225	32.5163	1.44452
YAL019W-A_mRNA	570	407.225	28.8947	2.64537
YAL019W_id001	3396	3233.23	2966	34.2009
YAL018C_id001	978	815.225	11	0.503057
YAL017W_mRNA	4071	3908.23	2877	27.4449
YAL016C-B_mRNA	186	48.1575	4	3.09669
YAL016C-A_mRNA	315	155.316	28.5923	6.86336
YAL016W_id001	2098	1935.23	4261.46	82.0974
YAL016W_id002	1908	1745.23	88.9428	1.90003
YAL015C_id001	1355	1192.23	569.191	17.7993
YAL015C_id002	1200	1037.23	348.809	12.5377
YAL014C_id001	1042	879.225	686.694	29.1183
YAL014C_id005	768	605.225	440.306	27.1231
YAL013W_id001	1390	1227.23	387	11.7568
YAL013W_id002	1218	1055.23	0	0
YAL012W_id002	1415	1252.23	14083	419.29
YAL012W_id001	1185	1022.23	0	0
YAL011W_id001	2042	1879.23	287.404	5.70186
YAL011W_id003	1878	1715.23	256.677	5.57916
YAL010C_id001	1688	1525.23	447.96	10.9498
YAL010C_id004	1482	1319.23	101.378	2.865
YAL009W_id001	1359	1196.23	271.848	8.47258
YAL009W_id006	780	617.225	414.732	25.0511
YAL008W_id005	904	741.225	524.62	26.3874
YAL008W_id001	597	434.225	473.211	40.6296
YAL007C_id002	1007	844.225	1266.63	55.9362
YAL004W_id001	4492	4329.23	1710.84	14.7334
YAL007C_id001	648	485.225	823.242	63.2537
YNCA0002W_tRNA	72	21.2222	0	0
YAL005C_id002	2304	2141.23	230954	4021.29
YAL005C_id001	1929	1766.23	121828	2571.6
YAL004W_id002	648	485.225	0	0
YAL003W_id003	1356	1193.23	6438.95	201.184
YAL003W_id001	621	458.225	17840.1	1451.51
YNCA0003W_snoRNA	102	3.77255	0	0
YAL002W_id001	3825	3662.23	2802	28.525
YAL001C_mRNA	3483	3320.23	1784	20.0322
YAR002W_id001	1900	1737.23	1390.29	29.8367
YAR002W_id002	1620	1457.23	404.795	10.3564
YAR002C-A_id004	943	780.225	1571.25	75.0807
YAR002C-A_id001	660	497.225	2024.66	151.811
YAR003W_id001	1952	1789.23	698.174	14.5479
YAR003W_id002	1281	1118.23	203.657	6.79005
YAR007C_id002	2018	1855.23	2113.78	42.4781
YAR007C_id001	1866	1703.23	102.388	2.2412
YAR008W_id002	1070	907.225	239.927	9.85977
YAR008W_id001	828	665.225	19.0726	1.06892
YAR009C	3591	3428.23	4346.88	47.2727
YAR010C	1323	1160.23	4532.99	145.661
YNCA0004W_tRNA	73	22.2222	8.4	14.0927
YAR014C_id002	2455	2292.23	2158.22	35.1027
YAR014C_id001	2130	1967.23	191.782	3.63459
YAR015W_id003	1367	1204.23	1707.51	52.8637
YAR015W_id001	921	758.225	1100.8	54.1266
YAR018C_id002	1539	1376.23	123.823	3.35439
YAR018C_id001	1308	1145.23	511.87	16.6637
YAR019C_id001	2925	2762.23	790	10.6628
YAR019W-A_mRNA	333	172.396	15	3.24389
YAR020C_mRNA	168	36.6542	6	6.1028
YAR023C_id001	1453	1290.23	249	7.19508
YAR023C_id002	540	377.225	9.84084e-06	9.72598e-07
YNCA0005W_tRNA	82	28.9	23.5	30.316
YNCA0006C_tRNA	82	28.9	12.7	16.3836
YAR027W_id001	1017	854.225	1089	47.5289
YAR027W_id003	708	545.225	0	0
YAR028W_id001	1146	983.225	374.14	14.1868
YAR028W_id002	705	542.225	66.3818	4.56427
YAR029W_id001	1746	1583.23	508.201	11.9673
YAR029W_id003	225	76.3144	10.5038	5.13147
YAR030C_id001	342	181.059	23.7733	4.8952
YAR031W_mRNA	897	734.225	362.571	18.4105
YAR033W_id001	1216	1053.23	404.329	14.3125
YAR033W_id003	705	542.225	0	0
YAR035W_id001	2064	1901.23	238	4.66708
YAR035C-A_mRNA	81	27.9	1	1.33628
YAR042W_id001	3767	3604.23	4145	42.876
YAR042W_id002	3567	3404.23	0	0
YAR047C_mRNA	321	160.915	48	11.121
YAR050W_mRNA	4614	4451.23	558.248	4.67573
YAR053W_id001	297	138.237	22	5.93337
YAR060C_mRNA	336	175.256	60	12.7638
YAR064W_mRNA	300	141.037	46.2	12.2127
YAR066W_mRNA	612	449.225	86.8889	7.21111
YAR068W_mRNA	486	323.259	80.9792	9.33952
YAR069C_mRNA	294	135.362	12	3.30511
YAR070C_mRNA	300	141.037	2.85714	0.755268
YAR071W_mRNA	1404	1241.23	145.395	4.36719
YAR073W_mRNA	1212	1049.23	3.12032	0.110875
YAR075W_mRNA	474	311.259	0	0
