target_id	length	eff_length	est_counts	tpm
YAL069W_mRNA	315	152.397	0	0
YAL068W-A_mRNA	255	98.7563	0	0
YAL068C_mRNA	363	198.469	0	0
YAL067W-A_mRNA	228	76.811	1	0.356288
YAL067C_id001	1782	1615.96	57	0.96531
YAL066W_id001	309	146.777	0	0
YAL065C_mRNA	387	221.961	37.5621	4.63124
YAL064W-B_id001	381	216.093	26.5651	3.36429
YAL064C-A_mRNA	381	216.093	34.0641	4.31399
YAL064W_mRNA	285	124.996	17	3.72199
YAL063C-A_id001	1567	1400.96	155	3.02781
YAL063C-A_id006	291	130.549	0	0
YAL063C_mRNA	3969	3802.96	626.047	4.50514
YAL062W_id001	1513	1346.96	309.895	6.29626
YAL062W_id003	1374	1207.96	0.104821	0.00237474
YAL061W_id003	1674	1507.96	301.593	5.47336
YAL061W_id001	1254	1087.96	25.4071	0.639094
YAL060W_id014	1327	1160.96	952.252	22.4469
YAL060W_id001	1149	982.964	434.748	12.1039
YAL059W_id002	879	712.964	813.968	31.2438
YAL059C-A_mRNA	423	257.585	0	0
YAL059W_id001	639	472.964	1191.03	68.9158
YAL058W_id001	1759	1592.96	1210.65	20.7988
YAL058W_id003	1509	1342.96	217.347	4.42908
YAL056C-A_mRNA	351	186.758	0	0
YAL056W_id006	2807	2640.96	1288.28	13.3497
YAL056W_id001	2643	2476.96	803.725	8.87997
YAL055W_id003	697	530.964	37.9374	1.95536
YAL055W_id001	543	377.011	122.063	8.86039
YAL054C_id001	2142	1975.96	424	5.87233
YAL053W_id003	2583	2416.96	2699.47	30.5655
YAL053W_id001	2352	2185.96	343.533	4.30081
YAL051W_mRNA	3144	2977.96	1084	9.96171
YAL049C_id001	2392	2225.96	1253.01	15.405
YAL049C_id002	741	574.964	968.349	46.0909
YAL048C_mRNA	1989	1822.96	383.063	5.75063
YAL047W-A_id001	855	688.964	49.7357	1.97558
YAL047W-A_id002	330	166.541	7.24651	1.19078
YAL047C_id001	1956	1789.96	510.461	7.80444
YAL047C_id002	1869	1702.96	3.13535	0.0503853
YAL046C_id001	638	471.964	113.011	6.55295
YAL044W-A_id004	986	819.964	352.748	11.7732
YAL046C_id002	357	192.586	227.035	32.2621
YAL045C_mRNA	309	146.777	20.2222	3.77046
YAL044W-A_id001	333	169.457	370.504	59.8353
YAL044C_id002	721	554.964	2104.95	103.801
YAL044C_id001	513	347.084	1102.53	86.9321
YAL043C_id001	2570	2403.96	1247.34	14.1998
YAL043C_id002	2358	2191.96	994.66	12.4184
YAL042C-A_mRNA	378	213.136	151.93	19.5079
YAL042W_id001	1412	1245.96	5340.33	117.297
YAL042W_id005	1248	1081.96	2610.74	66.0349
YAL041W_id003	2691	2524.96	2389.95	25.9035
YAL041W_id001	2565	2398.96	0.0471606	0.000537996
YAL040C_id003	2253	2086.96	800.422	10.4961
YAL040C_id001	1755	1588.96	86.5779	1.49113
YAL039C_id002	1014	847.964	659	21.2682
YAL039C_id001	810	643.964	0	0
YAL038W_id004	1805	1638.96	64836.8	1082.62
YAL038W_id001	1503	1336.96	166503	3408.21
YAL037C-B_mRNA	975	808.964	0	0
YAL037C-A_id001	93	30.9	0	0
YAL037W_id001	2948	2781.96	167.543	1.64816
YAL037W_id002	804	637.964	64.5787	2.77024
YAL036C_id004	1430	1263.96	2293.81	49.6646
YAL036C_id001	1110	943.964	408.067	11.8304
YAL035W_id001	3195	3028.96	7002.44	63.2673
YAL035W_id002	3009	2842.96	4315.56	41.5422
YAL034C-B_id001	354	189.682	0	0
YAL034W-A_id001	1071	904.964	150.321	4.54581
YAL034W-A_id002	870	703.964	61.0668	2.37399
YAL034C_id002	2038	1871.96	491.613	7.18703
YAL034C_id001	1242	1075.96	0	0
YAL033W_id003	697	530.964	299.789	15.4516
YAL033W_id001	522	356.084	574.95	44.1878
YAL032C_id008	1313	1146.96	339.847	8.10881
YAL032C_id001	1140	973.964	316.413	8.89069
YAL031C_id003	2445	2278.96	848.601	10.1904
YAL031W-A_mRNA	309	146.777	60.345	11.2514
YAL031C_id001	2283	2116.96	0.0535587	0.000692374
YAL030W_id002	750	583.964	363.849	17.0514
YAL030W_id001	354	189.682	425.665	61.4137
YAL029C_mRNA	4416	4249.96	5641.49	36.3272
YAL028W_id005	1715	1548.96	126	2.22614
